label,valid_frames,axis_x,axis_y,axis_z,angle_to_board_y_deg,axis_x_per_100mm_board_y,axis_z_per_100mm_board_y,raw_z_range_mm,axis_corrected_z_range_mm,z_range_reduction_percent,raw_final_z_mm,axis_corrected_final_z_mm,path_length_along_axis_mm,orthogonal_rms_mm,orthogonal_p95_mm,line_center_x_mm,line_center_y_mm,line_center_z_mm
logged,227,-0.0059141641610198055,0.9999216448065101,0.011032991875273656,0.7172562805115098,-0.5914627602810044,1.1033856435229579,3.2463402994346495,2.641135092975788,18.642691481366203,-1.3353749715075764,-0.22028808798401966,101.22899969816075,0.9284149279999866,1.4271480605832316,0.7390087128006246,-45.8037471207658,0.20617596493485596
iterative,227,-0.0021753950005364126,0.9999498257901123,0.009778218596245633,0.5739574761755528,-0.2175504154738484,0.9778709235255233,2.1444971997882476,1.4560551469257872,32.10272566130833,-1.100883738279748,-0.11535920119533138,100.99514096894188,0.5829345896513372,0.9368394713532755,0.4573530911069016,-45.46800468406269,-0.04346732525741192
