label,frame,valid,rel_x_mm,rel_y_mm,rel_z_mm,abs_x_mm,abs_y_mm,abs_z_mm,point_count,inlier_count,reproj_mean_px,reproj_p95_px,centroid_u_px,centroid_v_px,span_u_px,span_v_px
logged,1751,1,1.4881532200466836,-81.78260095723869,0.003108492310929023,94.46723024504115,-37.7065542379279,-141.02929201522036,55,,0.378,0.737,1491.193,362.337,114.236,247.491
logged,1752,1,1.4254241799969378,-82.50661170268381,-0.11735522842880641,94.4045012049914,-38.430564983373024,-141.1497557359601,55,,0.374,0.743,1490.625,359.518,114.157,247.383
logged,1753,1,1.407724073733263,-82.76111632624796,-0.10017667136696673,94.38680109872773,-38.68506960693718,-141.13257717889826,55,,0.376,0.732,1490.399,358.663,114.204,247.375
logged,1754,1,1.324259262025521,-83.35572063641712,-0.1013340541236687,94.30333628701999,-39.27967391710634,-141.13373456165496,55,,0.385,0.733,1489.882,356.375,114.632,247.209
logged,1755,1,1.3688054581562028,-84.22583958614727,-0.022329942010486548,94.34788248315067,-40.14979286683649,-141.05473044954178,54,,0.386,0.816,1490.352,354.985,114.566,246.924
logged,1756,1,1.4206207540196374,-84.6766443378052,0.04998361824775088,94.3996977790141,-40.60059761849442,-140.98241688928354,53,,0.367,0.836,1490.968,353.018,114.469,246.831
logged,1757,1,1.312698811598807,-84.97069816439956,-0.160528142490989,94.29177583659327,-40.89465144508878,-141.19292865002228,53,,0.363,0.803,1490.65,351.596,114.377,247.0
logged,1758,1,1.303431537335726,-84.97521199067788,-0.19730779719384373,94.2825085623302,-40.899165271367096,-141.22970830472514,53,,0.361,0.829,1490.658,351.531,114.458,247.047
logged,1759,1,1.3226480461658525,-85.15689794380256,-0.11492490925255083,94.30172507116032,-41.08085122449178,-141.14732541678384,53,,0.36,0.717,1490.493,350.955,114.458,247.656
logged,1760,1,1.3878998079934775,-85.98085310104636,0.007819159564405709,94.36697683298794,-41.90480638173558,-141.0245813479669,52,,0.366,0.765,1491.146,350.312,111.107,247.355
logged,1761,1,1.4843250377133899,-86.54432890840322,0.17200865252007702,94.46340206270786,-42.468282189092434,-140.86039185501122,52,,0.366,0.775,1490.807,348.657,110.901,247.119
logged,1762,1,1.5347336583510724,-87.74684640022048,0.2218950518580982,94.51381068334554,-43.670799680909695,-140.8105054556732,53,,0.372,0.836,1488.975,345.007,110.427,246.628
logged,1763,1,1.5073416565167435,-89.02211454749242,0.21948034916292158,94.48641868151121,-44.94606782818164,-140.81292015836837,53,,0.384,0.823,1487.941,340.434,110.231,246.216
logged,1764,1,1.4531573001282965,-89.60113478020376,0.12393127468459397,94.43223432512276,-45.52508806089298,-140.9084692328467,53,,0.386,0.828,1487.454,338.214,110.13,246.123
logged,1765,1,1.4254767064402643,-90.58307041462064,0.06821597521147282,94.40455373143473,-46.507023695309854,-140.96418453231982,53,,0.392,0.858,1486.648,334.689,109.915,245.949
logged,1766,1,1.392773269676482,-90.97022705188257,-0.020266923971746564,94.37185029467095,-46.89418033257179,-141.05266743150304,53,,0.408,0.854,1486.317,333.149,109.713,245.812
logged,1767,1,1.5129657026860173,-92.12287441226565,0.2564347956636084,94.49204272768048,-48.046827692954864,-140.77596571186768,53,,0.446,1.026,1485.52,329.75,109.443,245.26
logged,1768,1,1.4759209516216885,-93.36388910485941,0.14637472486137426,94.45499797661616,-49.28784238554863,-140.88602578266992,53,,0.453,1.035,1484.519,325.211,109.105,244.985
logged,1769,1,1.4317214783197016,-93.74437913525654,0.03933387598470972,94.41079850331417,-49.668332415945756,-140.99306663154658,53,,0.443,1.02,1484.189,323.683,108.997,244.943
logged,1770,1,1.4150315752126374,-94.17690164328857,-0.03258084559530516,94.3941086002071,-50.10085492397779,-141.0649813531266,53,,0.418,0.991,1483.987,322.165,109.191,245.069
logged,1771,1,1.3709973476551909,-94.50647222994527,-0.04001153965322146,94.35007437264966,-50.43042551063449,-141.0724120471845,53,,0.42,1.009,1483.847,320.818,109.279,244.996
logged,1772,1,1.3219801196813847,-94.75643345760939,-0.03203056061440179,94.30105714467585,-50.68038673829861,-141.0644310681457,53,,0.42,0.982,1483.626,319.841,109.501,244.97
logged,1773,1,1.2659124769547248,-95.39684704843353,-0.07060324689379627,94.24498950194919,-51.32080032912275,-141.1030037544251,53,,0.424,1.012,1482.994,317.52,109.377,244.824
logged,1774,1,1.2014834102319298,-95.96326832658926,-0.14396421072098065,94.1805604352264,-51.88722160727848,-141.17636471825227,53,,0.431,1.03,1482.454,315.376,109.293,244.72
logged,1775,1,1.230924737572792,-96.18975500499673,-0.10885021424709862,94.21000176256726,-52.113708285685945,-141.1412507217784,53,,0.427,1.016,1482.317,314.707,109.186,244.65
logged,1776,1,1.2602425624339162,-96.62096587527053,-0.011358417140229449,94.23931958742838,-52.54491915595975,-141.04375892467152,53,,0.437,1.046,1481.846,313.483,108.907,244.538
logged,1777,1,1.1646000361007935,-97.02291218030304,-0.05560403870134678,94.14367706109526,-52.94686546099226,-141.08800454623264,53,,0.44,1.061,1481.32,311.931,108.983,244.419
logged,1778,1,1.1855071338781045,-97.38502522923822,0.07051904821531707,94.16458415887257,-53.30897850992744,-140.96188145931598,53,,0.44,1.06,1480.98,310.934,108.939,244.235
logged,1779,1,1.0876715522914822,-98.11732146907951,0.08376352215316274,94.06674857728595,-54.04127474976873,-140.94863698537813,53,,0.448,1.05,1480.27,308.288,109.119,244.037
logged,1780,1,0.9446434327751376,-98.36004250607277,-0.1298306145372976,93.9237204577696,-54.28399578676199,-141.1622311220686,53,,0.455,1.023,1479.922,306.925,109.386,243.998
logged,1781,1,0.8964849865030402,-99.21808341641933,-0.0629908043613625,93.87556201149751,-55.14203669710855,-141.09539131189266,53,,0.468,1.079,1478.955,304.062,109.148,243.659
logged,1782,1,0.7213752015561283,-100.28511360768681,-0.17595599430725883,93.7004522265506,-56.20906688837603,-141.20835650183855,53,,0.49,1.127,1477.685,300.008,109.061,243.33
logged,1783,1,0.5673692899329126,-100.62644097440257,-0.5476585742229645,93.54644631492738,-56.55039425509179,-141.58005908175426,53,,0.48,1.126,1477.245,298.233,109.12,243.557
logged,1784,1,0.29140022411498023,-99.90074372306688,-1.2103670879116635,93.27047724910945,-55.8246970037561,-142.24276759544296,55,,0.42,0.947,1475.29,294.806,112.14,243.46
logged,1785,1,0.3428903368695728,-100.09152397026935,-1.1376645049734861,93.32196736186404,-56.01547725095857,-142.17006501250478,55,,0.432,0.961,1475.113,294.274,111.904,243.284
logged,1786,1,0.3507240348334051,-100.63747246665622,-1.126008070307762,93.32980105982787,-56.56142574734544,-142.15840857783905,55,,0.428,0.965,1474.72,292.351,111.686,243.034
logged,1787,1,0.23760165467135153,-100.73969644892631,-1.300921147449884,93.21667867966582,-56.66364972961553,-142.33332165498118,55,,0.448,1.15,1474.599,291.439,112.626,243.124
logged,1788,1,0.21496967753832052,-101.03296798918669,-1.3229574194658085,93.19404670253279,-56.956921269875906,-142.3553579269971,55,,0.452,1.134,1474.388,290.597,112.612,243.183
logged,1789,1,0.23755512128869327,-101.07259651053984,-1.3236488136819275,93.21663214628316,-56.99654979122906,-142.35604932121322,55,,0.459,1.127,1474.303,290.461,112.419,243.114
logged,1790,1,0.1902408831365392,-101.01685879878772,-1.4124782590068037,93.169317908131,-56.94081207947694,-142.4448787665381,55,,0.463,1.125,1474.205,290.437,112.262,243.759
logged,1791,1,0.17609430031797046,-100.9982746936324,-1.4456973082125444,93.15517132531244,-56.922227974321615,-142.47809781574384,55,,0.469,1.121,1474.196,290.402,112.266,243.754
logged,1792,1,0.17306434507489143,-100.97630729934149,-1.458668544055513,93.15214137006936,-56.900260580030704,-142.4910690515868,55,,0.453,1.113,1474.184,290.413,112.273,243.753
logged,1793,1,0.15495409023463935,-100.95881604900121,-1.4921957692785384,93.1340311152291,-56.88276932969043,-142.52459627680983,55,,0.457,1.136,1474.155,290.405,112.315,243.811
logged,1794,1,0.20413052719989366,-100.99234816747516,-1.4249404715091032,93.18320755219436,-56.916301448164376,-142.4573409790404,55,,0.461,1.144,1474.189,290.442,112.293,243.808
logged,1795,1,0.3144686713304736,-101.13548289605784,-1.2105134596300218,93.29354569632494,-57.059436176747056,-142.24291396716131,55,,0.458,1.155,1474.264,290.537,112.236,243.212
logged,1796,1,0.3423248982832945,-101.14488166845018,-1.172033676659396,93.32140192327776,-57.0688349491394,-142.2044341841907,55,,0.456,1.143,1474.326,290.567,112.244,243.177
logged,1797,1,0.31917838261099973,-101.15195113991903,-1.2061988838939897,93.29825540760547,-57.07590442060825,-142.23859939142528,55,,0.453,1.147,1474.297,290.485,112.314,243.206
logged,1798,1,0.3772075720497412,-101.05527658776346,-1.2213198672814087,93.35628459704421,-56.97922986845268,-142.2537203748127,55,,0.446,1.148,1474.61,290.795,112.23,243.254
logged,1799,1,0.3979692866549982,-101.07297713487732,-1.2179078534302334,93.37704631164947,-56.99693041556654,-142.25030836096153,55,,0.451,1.135,1474.649,290.77,112.175,243.252
logged,1800,1,0.40200187086118433,-101.17675298064829,-1.1418860664272756,93.38107889585565,-57.10070626133751,-142.17428657395857,55,,0.437,1.134,1474.526,290.656,112.127,243.222
logged,1801,1,0.4054025776675303,-101.12496217538204,-1.1875713778860586,93.384479602662,-57.048915456071256,-142.21997188541735,55,,0.438,1.129,1474.642,290.734,112.101,243.246
logged,1802,1,0.2908495397132782,-100.98969556643854,-1.362069360683563,93.26992656470775,-56.91364884712776,-142.39446986821486,55,,0.439,1.162,1474.508,290.668,112.4,243.231
logged,1803,1,0.2568672146433073,-100.9815215380414,-1.414760791131016,93.23594423963777,-56.905474818730625,-142.4471612986623,55,,0.433,1.116,1474.473,290.632,112.406,243.229
logged,1804,1,0.26090433600167273,-100.95700054149802,-1.4141108837089291,93.23998136099614,-56.88095382218724,-142.44651139124022,55,,0.425,0.941,1474.549,290.679,112.417,243.222
logged,1805,1,0.24700533643699885,-100.94000830992492,-1.4318895753725087,93.22608236143147,-56.86396159061414,-142.4642900829038,55,,0.424,0.947,1474.529,290.703,112.393,243.214
logged,1806,1,0.27716678228192393,-100.94522264425215,-1.4378977283388963,93.25624380727639,-56.86917592494137,-142.4702982358702,55,,0.432,0.926,1474.627,290.714,112.466,243.265
logged,1807,1,0.2979576105439463,-101.02397393101533,-1.383851671190115,93.27703463553841,-56.94792721170455,-142.4162521787214,55,,0.422,0.935,1474.559,290.531,112.489,243.213
logged,1808,1,0.391789995466155,-101.00580996587638,-1.3441710221249537,93.37086702046062,-56.9297632465656,-142.37657152965625,54,,0.397,0.925,1475.782,292.3,112.513,243.312
logged,1809,1,0.3703281215244658,-101.00461799831773,-1.3773819718290383,93.34940514651893,-56.928571279006945,-142.40978247936033,54,,0.423,0.9,1475.673,292.126,112.503,243.321
logged,1810,1,0.38291824977318356,-101.04828870332504,-1.3065698387243003,93.36199527476765,-56.97224198401426,-142.3389703462556,54,,0.425,0.927,1475.683,292.204,112.456,243.248
logged,1811,1,0.386120876405613,-101.05907423196304,-1.325737925604642,93.36519790140008,-56.98302751265226,-142.35813843313593,54,,0.419,0.917,1475.739,292.153,112.494,243.275
logged,1812,1,0.35525556584209994,-101.10461043934276,-1.2961949666924113,93.33433259083657,-57.02856372003198,-142.3285954742237,54,,0.421,0.918,1475.552,292.053,112.437,243.294
logged,1813,1,0.3757822604773082,-101.09266077504395,-1.2975589060233688,93.35485928547178,-57.01661405573317,-142.32995941355466,54,,0.419,0.911,1475.638,292.08,112.428,243.291
logged,1814,1,0.3448909103713902,-101.05933468954905,-1.3429141318989082,93.32396793536586,-56.983287970238266,-142.3753146394302,54,,0.408,0.886,1475.617,292.12,112.439,243.351
logged,1815,1,0.34191178757794205,-101.04279986114643,-1.3697231653965218,93.32098881257241,-56.96675314183565,-142.40212367292781,54,,0.41,1.009,1475.649,292.016,112.437,243.303
logged,1816,1,0.3987680521668011,-101.04667957266257,-1.3149480522925217,93.37784507716127,-56.97063285335179,-142.3473485598238,54,,0.42,1.007,1475.774,292.134,112.408,243.248
logged,1817,1,0.34832415399981187,-101.02963045437085,-1.3755924312834225,93.32740117899428,-56.953583735060064,-142.40799293881471,54,,0.417,1.003,1475.704,292.069,112.458,243.335
logged,1818,1,0.4039503799021418,-101.06931744755943,-1.291588469689259,93.38302740489661,-56.993270728248646,-142.32398897722055,54,,0.418,1.014,1475.735,292.12,112.429,243.241
logged,1819,1,0.4015221417593011,-101.05863664361176,-1.291743668119807,93.38059916675377,-56.98258992430098,-142.3241441756511,54,,0.422,0.999,1475.749,292.217,112.422,243.292
logged,1820,1,0.4173148966404625,-101.11309287725709,-1.2400996218954106,93.39639192163493,-57.03704615794631,-142.2725001294267,54,,0.417,0.905,1475.678,292.112,112.411,243.224
logged,1821,1,0.36674678352125056,-101.08816451105999,-1.2849041137942265,93.34582380851572,-57.012117791749205,-142.31730462132552,54,,0.436,1.044,1475.591,292.129,112.4,243.281
logged,1822,1,0.35440423852641345,-101.04608567963496,-1.3402758893567466,93.33348126352088,-56.970038960324175,-142.37267639688804,54,,0.431,1.031,1475.644,292.145,112.399,243.321
logged,1823,1,0.3210227170720543,-101.06090644309793,-1.3353749715075764,93.30009974206652,-56.98485972378715,-142.36777547903887,54,,0.429,1.064,1475.541,292.113,112.412,243.226
iterative,1597,1,0.0,0.0,0.0,94.45481697767113,44.165814159476945,-135.06576675343362,54,54,0.24191690040764968,0.5102091535874348,1553.1940533673321,688.8527165165654,132.8521728515625,279.10699462890625
iterative,1598,1,0.03437584592869314,-0.013832542704776074,0.04873669800394964,94.48919282359982,44.15198161677217,-135.01703005542967,54,54,0.23935421891335545,0.5191446618583279,1553.201151529948,688.8942362467448,132.7706298828125,279.0596923828125
iterative,1599,1,0.006274407364429635,-0.00965582701141443,-0.00471526165438263,94.46109138503556,44.15615833246553,-135.070482015088,54,54,0.24652815524909327,0.5127138799250859,1553.1856938114872,688.8527266890915,132.821533203125,279.121826171875
iterative,1600,1,0.048903175528508314,-0.023574276684378503,0.08761197995573866,94.50372015319964,44.142239882792566,-134.97815477347788,54,54,0.24292635396494816,0.5369770980513495,1553.1830421730324,688.8292247630932,132.7464599609375,279.097900390625
iterative,1601,1,0.03915663740875175,-0.029109716882395276,0.050349516124754246,94.49397361507988,44.13670444259455,-135.01541723730887,54,54,0.24516845501278364,0.62866156104296,1553.2310723198784,688.8433747468172,132.7509765625,279.11956787109375
iterative,1602,1,0.029947781290530884,0.002199748647569777,0.03042258399116804,94.48476475896166,44.168013908124514,-135.03534416944245,54,54,0.24908824969343288,0.5247932272873842,1553.2625189887153,688.8644816080729,132.7879638671875,279.13592529296875
iterative,1603,1,0.04086506877519014,-0.005218769614266705,0.006433941941935473,94.49568204644632,44.16059538986268,-135.05933281149169,53,53,0.23826366878929064,0.479785075731667,1552.5928264114093,690.8759051628832,132.747314453125,279.15130615234375
iterative,1604,1,0.0584375017293155,-0.008764594672058479,0.035427048190229016,94.51325447940044,44.157049564804886,-135.0303397052434,53,53,0.2368883300214447,0.45148607565944554,1552.5897953825177,690.9248737839033,132.77978515625,279.0833740234375
iterative,1605,1,0.009164930796558224,-0.011441335077783776,-0.05700576030261573,94.46398190846769,44.15437282439916,-135.12277251373624,53,53,0.2408342729446066,0.5227053596272739,1552.5805479805424,690.886656563237,132.8214111328125,279.1302490234375
iterative,1606,1,0.07849569944161772,-0.011695474111654391,0.07770812103822777,94.53331267711275,44.15411868536529,-134.9880586323954,53,53,0.23832181159734278,0.4798266570044242,1552.5768144715507,690.9448783442659,132.8406982421875,279.06005859375
iterative,1607,1,0.027581432679795626,0.009433928200941466,0.005878271681694969,94.48239841035092,44.175248087677886,-135.05988848175193,53,53,0.21931975093906833,0.43274851357992145,1552.545732606132,690.9721898492777,132.853759765625,279.11346435546875
iterative,1608,1,0.06379924710856244,-0.011694027697579656,0.09160748821958009,94.51861622477969,44.154120131779365,-134.97415926521404,53,53,0.23032870349928705,0.41900991140873106,1552.5591695533608,690.9436783700619,132.875,279.07403564453125
iterative,1609,1,0.043962884750058606,-0.023210270222456586,0.05054493593064535,94.49877986242119,44.14260388925449,-135.01522181750298,53,53,0.22907751948307511,0.4204440059892821,1552.5309690079598,690.8444835734817,132.8350830078125,279.1156005859375
iterative,1610,1,0.07249663893870206,-0.019773875908043692,0.08860973887544787,94.52731361660983,44.1460402835689,-134.97715701455817,53,53,0.2281658391323617,0.42449028384187365,1552.5795299602005,690.9235275556456,132.740234375,279.06463623046875
iterative,1611,1,0.0565427115343482,-0.0065840400580654546,0.047279266152202126,94.51135968920548,44.15923011941888,-135.01848748728142,53,53,0.22955661991084403,0.44723766936503767,1552.575361143868,690.9362908129422,132.7984619140625,279.138427734375
iterative,1612,1,0.09620690201083448,-0.0210301715819341,0.11930682647860635,94.55102387968196,44.14478398789501,-134.94645992695501,53,53,0.22204845737909004,0.41323031794237897,1552.5918613649765,690.9476928710938,132.798828125,279.14892578125
iterative,1613,1,0.08386388368987241,0.01751573007926055,0.07642601197954946,94.538680861361,44.183329889556205,-134.98934074145407,53,53,0.22158149151456105,0.4080490226492555,1552.657595076651,691.0793503095518,132.7613525390625,279.14337158203125
iterative,1614,1,0.12725932533345485,-0.019204667213301718,0.14985612632682432,94.58207630300458,44.14660949226364,-134.9159106271068,53,53,0.24039813005904243,0.49881513533250155,1552.6037689784787,691.0132860867483,132.5008544921875,279.05352783203125
iterative,1615,1,0.11166341571393446,-0.021530141635139444,0.1473203915202248,94.56648039338506,44.144284017841805,-134.9184463619134,52,52,0.2369539283414104,0.47311387857191317,1551.8687626765325,693.5672454833984,132.572509765625,279.1046142578125
iterative,1616,1,0.15494008236524337,-0.013632956615587943,0.2157473611765397,94.60975706003637,44.15218120286136,-134.85001939225708,52,52,0.23572892349730237,0.4500997304106985,1551.952150785006,693.6661153940054,132.549072265625,279.1063232421875
iterative,1617,1,0.14040168381944795,-0.02625964105043721,0.18893385528508588,94.59521866149058,44.13955451842651,-134.87683289814854,52,52,0.24500822503758826,0.5015293024804935,1551.8971909743088,693.5513141338641,132.547607421875,279.09283447265625
iterative,1618,1,0.11534717853515986,-0.03769888196827509,0.16545750275989235,94.57016415620629,44.12811527750867,-134.90030925067373,52,52,0.24250607231978943,0.4502637210324866,1551.8285146859976,693.5237731933594,132.6231689453125,279.08154296875
iterative,1619,1,0.048240961414322214,0.011136409884251464,0.038062654298983034,94.50305793908545,44.176950569361196,-135.02770409913464,52,52,0.23805196348495172,0.4108442263814875,1551.8561683067908,693.6522369384766,132.67919921875,279.1708984375
iterative,1620,1,0.05549962606538372,-0.008804911349436395,0.05795806865796749,94.51031660373651,44.15700924812751,-135.00780868477565,52,52,0.23004171444770374,0.4357875104449789,1551.8400667630708,693.5662959172175,132.6864013671875,279.24493408203125
iterative,1621,1,0.056775200416211646,0.010246677211469546,0.05421394370273447,94.51159217808734,44.176060836688414,-135.0115528097309,52,52,0.23343546304735885,0.45535663922268255,1551.8779813326323,693.7200293907753,132.649658203125,279.17041015625
iterative,1622,1,0.0864855266393505,-0.008677348837338172,0.13856632024680948,94.54130250431048,44.15713681063961,-134.9272004331868,52,52,0.24909943280852914,0.4831587050966994,1551.827664888822,693.578380878155,132.2672119140625,279.17132568359375
iterative,1623,1,0.08221055126097099,0.004061068698817394,0.13705528713404647,94.5370275289321,44.16987522817576,-134.92871146629957,52,52,0.24675784074103246,0.4748892793912665,1551.8246037409856,693.6777918888972,132.2286376953125,279.21246337890625
iterative,1624,1,0.08443319252586434,-0.006579480310016095,0.11878365397481616,94.539250170197,44.15923467916693,-134.9469830994588,52,52,0.23801694082066213,0.43992143410444834,1551.8233736478364,693.6327162522537,132.272705078125,279.1759033203125
iterative,1625,1,0.05388658657530243,-0.011591071931164265,0.08595610618786509,94.50870356424643,44.15422308754578,-134.97981064724576,52,52,0.24728067077558688,0.5095765071356637,1551.77396099384,693.663813664363,132.17724609375,279.172607421875
iterative,1626,1,0.023436094001880292,-0.010102754684744752,0.04013683256093259,94.47825307167301,44.1557114047922,-135.0256299208727,52,52,0.24990876770647524,0.5254336721527035,1551.7441781850962,693.5754171518179,132.55908203125,279.19403076171875
iterative,1627,1,0.06071686437255153,-0.03841833320927179,0.0953448641892578,94.51553384204368,44.12739582626767,-134.97042188924436,52,52,0.2490437339218858,0.5145561363889395,1551.7638009878306,693.560044508714,132.4986572265625,279.1097412109375
iterative,1628,1,-0.03360650989375813,0.005511988472612472,-0.04660934848649845,94.42121046777737,44.17132614794956,-135.11237610192012,52,52,0.23484882318752753,0.4939947458093503,1551.6990778996394,693.5983957143931,132.5791015625,279.24755859375
iterative,1629,1,0.06573245099934866,-0.005080366628682498,0.12941983380068223,94.52054942867048,44.16073379284826,-134.93634691963294,52,52,0.23402428845649964,0.44973093322768126,1551.769503079928,693.66405076247,132.5238037109375,279.0997314453125
iterative,1630,1,0.005707379194248574,0.031092549328057828,0.02994932599389699,94.46052435686538,44.196906708805,-135.03581742743972,52,52,0.23504040815503352,0.4281024158883414,1551.7799001840444,693.7103435809796,132.601318359375,279.15289306640625
iterative,1631,1,-0.005005228551169694,-0.004613442244874477,0.052643152033482465,94.44981174911996,44.16120071723207,-135.01312360140014,52,52,0.24296403341307624,0.44798888082662236,1551.6172367976262,693.5670189490685,132.6195068359375,279.19403076171875
iterative,1632,1,0.013375336645196967,0.002578758089242683,0.05296141660841158,94.46819231431633,44.16839291756619,-135.0128053368252,52,52,0.22347581460012586,0.4398427261446332,1551.7047776442307,693.595933180589,132.6356201171875,279.18048095703125
iterative,1633,1,-0.010595238234429871,0.012860266669875386,-0.010534302101945059,94.4442217394367,44.17867442614682,-135.07630105553557,52,52,0.22621102234282084,0.45147418391151606,1551.739255464994,693.6438833383413,132.660888671875,279.19036865234375
iterative,1634,1,-0.07416664628584613,0.03958527987049365,-0.10565528511475009,94.38065033138528,44.20539943934744,-135.17142203854837,54,54,0.22572908244738701,0.4289116409655579,1553.1320778175636,689.0299886067709,132.671142578125,279.23223876953125
iterative,1635,1,0.019238867277891814,-0.0005665994076977654,0.06570662053027831,94.47405584494902,44.16524756006925,-135.00006013290334,54,54,0.24564235683969193,0.5222050091066125,1553.1667344835068,688.9989115397135,132.7276611328125,279.1533203125
iterative,1636,1,0.05000375142988389,0.007304222364567181,0.13195552087898932,94.50482072910101,44.17311838184151,-134.93381123255463,54,54,0.23760929601717262,0.4648536415480234,1553.126134801794,689.0515735767506,132.7034912109375,279.10992431640625
iterative,1637,1,0.06332837854203888,-0.03156921893793907,0.15055937395271712,94.51814535621317,44.134244940539006,-134.9152073794809,54,54,0.2577402250881091,0.5053715871975091,1553.098897298177,688.7984438295717,132.74609375,279.1611328125
iterative,1638,1,0.045958308639768575,-0.03178051820876959,0.1364475227447315,94.5007752863109,44.134033641268175,-134.9293192306889,54,54,0.2502285297114746,0.4980853587387082,1553.0496554904514,688.8060777452257,132.7501220703125,279.11004638671875
iterative,1639,1,0.025606050037879413,-0.025934913286299377,0.09734332222012654,94.48042302770901,44.139879246190645,-134.9684234312135,54,54,0.24642388251678035,0.47850430772239755,1553.044236924913,688.8588788067854,132.505126953125,279.25433349609375
iterative,1640,1,0.03200013169507088,0.009596082239227144,0.08828716370283018,94.4868171093662,44.17541024171617,-134.9774795897308,54,54,0.23566562907772923,0.4527654291992528,1553.1512428566261,689.0387200249565,132.5560302734375,279.1392822265625
iterative,1641,1,0.00013975598064064343,-0.009866349035256405,0.026760588888038228,94.45495673365177,44.15594781044169,-135.03900616454558,54,54,0.2382413794902942,0.47143147836059873,1553.1077180085358,688.8872511121962,132.553466796875,279.2244873046875
iterative,1642,1,0.0685001456275387,-0.04254963940555001,0.18156829410918363,94.52331712329867,44.123264520071395,-134.88419845932444,54,54,0.23687923807115624,0.47215929462538686,1553.0665803132233,688.8719132034867,132.3660888671875,279.07275390625
iterative,1643,1,0.040714452079541275,-0.0185513848077008,0.14010589958635933,94.49553142975067,44.147262774669244,-134.92566085384726,54,54,0.23310287157889242,0.47037215466599563,1553.0735970956307,688.9201592339409,132.451904296875,279.1805419921875
iterative,1644,1,0.056280471074870775,-0.053009271723851725,0.17728505450256193,94.511097448746,44.11280488775309,-134.88848169893106,54,54,0.24562505436450566,0.49264892649631564,1553.0236047815395,688.7815348307291,132.42236328125,279.08203125
iterative,1645,1,0.014807317949532717,-0.060537826489884594,0.13265705575676634,94.46962429562066,44.10527633298706,-134.93310969767685,54,54,0.2460199194247257,0.4803130969308282,1552.9391253436054,688.7008113154659,132.410888671875,279.1383056640625
iterative,1646,1,0.03133846359855852,-0.09248911707084062,0.1568635608403497,94.48615544126969,44.073325042406104,-134.90890319259327,54,54,0.23396346782970703,0.42721876802704534,1552.9262921368634,688.5813304759838,132.70947265625,279.1114501953125
iterative,1647,1,0.01386865662139769,-0.07393261418699382,0.08041935850889104,94.46868563429253,44.09188154528995,-134.98534739492473,54,54,0.21908128674573496,0.40274756741243106,1552.8919926396122,688.6326067889178,132.589111328125,279.12969970703125
iterative,1648,1,0.045891033642774914,-0.14485104155466644,0.19825490906956134,94.5007080113139,44.02096311792228,-134.86751184436406,54,54,0.2160647669639213,0.3980771030723583,1552.7865103262443,688.4167322229456,132.5185546875,278.989990234375
iterative,1649,1,0.009102579905004404,-0.184897067210386,0.1030056849274672,94.46391955757613,43.98091709226656,-134.96276106850615,54,54,0.2124217565187006,0.4465724827182444,1552.6658619068287,688.183428729022,132.364501953125,279.01422119140625
iterative,1650,1,0.008930391300538076,-0.18314697360111865,0.10332219508225648,94.46374736897167,43.982667185875826,-134.96244455835136,52,52,0.22146460674147522,0.44383157980031485,1551.2101510854868,692.8526846078726,132.3231201171875,279.031982421875
iterative,1651,1,-0.015011964200567718,-0.21778558572087547,0.09623751761009203,94.43980501347056,43.94802857375607,-134.96952923582353,52,52,0.22846983894125814,0.47839219593406057,1551.092538686899,692.6757225623497,132.3480224609375,279.014404296875
iterative,1652,1,0.003649283312384455,-0.2219546175068885,0.11851443906678583,94.45846626098351,43.943859541970056,-134.94725231436684,52,52,0.23628550755282188,0.4701998343386236,1551.097160926232,692.6882641132062,132.27099609375,278.977294921875
iterative,1653,1,0.1102768521656543,-0.36042314895878036,0.24597146479530352,94.56509382983678,43.805391010518164,-134.81979528863832,54,54,0.23454782380386555,0.493466795173738,1552.3519671404804,687.6454377350984,131.7620849609375,278.68341064453125
iterative,1654,1,0.10365504350004073,-0.5028295312567295,0.22716170102503952,94.55847202117117,43.662984628220215,-134.83860505240858,54,54,0.23401584492861177,0.4369020980908463,1552.1574390552662,687.023440890842,131.2332763671875,278.53570556640625
iterative,1655,1,0.29340801407596473,-1.0157575972014001,0.4781768350188145,94.7482249917471,43.150056562275545,-134.5875899184148,54,54,0.24251210639261223,0.43990032288220193,1551.9593641493057,685.0245350025318,130.917724609375,278.027099609375
iterative,1656,1,0.3122126197349928,-1.4017683707964963,0.4948625787461083,94.76702959740612,42.76404578868045,-134.5709041746875,54,54,0.24850475966299054,0.4356151361803343,1551.8442880135995,683.332437020761,131.1142578125,277.833984375
iterative,1657,1,0.3213948530388109,-2.0360885331312844,0.40792477172840336,94.77621183070994,42.12972562634566,-134.65784198170522,54,54,0.2499506738560466,0.4350981274721623,1551.6522827148438,680.3523356119791,131.3719482421875,277.76519775390625
iterative,1658,1,0.3600708405452906,-2.3136119422642665,0.41244869819720975,94.81488781821642,41.85220221721268,-134.6533180552364,54,54,0.2554466070146073,0.513310332391026,1551.418635615596,679.1164505570023,131.1025390625,277.67926025390625
iterative,1659,1,0.3286950614101727,-2.7986264014332676,0.3226118427852782,94.7835120390813,41.36718775804368,-134.74315491064834,54,54,0.250908139497019,0.5045634636418239,1550.9912493670429,676.8845678258825,130.9501953125,277.53338623046875
