frame,solver,success,point_count,inlier_count,reproj_mean_px,reproj_median_px,reproj_p95_px,reproj_max_px,centroid_u_px,centroid_v_px,span_u_px,span_v_px,tvec_cam_x_mm,tvec_cam_y_mm,tvec_cam_z_mm,tvec_board_x_mm,tvec_board_y_mm,tvec_board_z_mm,error
1608,iterative,1,53,53,0.23032870349928705,0.21739826576965748,0.41900991140873106,0.6193680023885796,1552.5591695533608,690.9436783700619,132.875,279.07403564453125,114.85606885950799,6.718280577016332,323.2463446447956,94.51861622477969,44.154120131779365,-134.97415926521404,
1609,iterative,1,53,53,0.22907751948307511,0.2155713525744006,0.4204440059892821,0.5920423878509122,1552.5309690079598,690.8444835734817,132.8350830078125,279.1156005859375,114.83628176885655,6.6935640302106965,323.2115624414216,94.49877986242119,44.14260388925449,-135.01522181750298,
1610,iterative,1,53,53,0.2281658391323617,0.20065190759047205,0.42449028384187365,0.61348389771728,1552.5795299602005,690.9235275556456,132.740234375,279.06463623046875,114.86447354227757,6.709381519121286,323.2466330004869,94.52731361660983,44.1460402835689,-134.97715701455817,
1611,iterative,1,53,53,0.22955661991084403,0.20840479925065925,0.44723766936503767,0.5972720958505876,1552.575361143868,690.9362908129422,132.7984619140625,279.138427734375,114.84955019623246,6.707516282755162,323.202923480002,94.51135968920548,44.15923011941888,-135.01848748728142,
1612,iterative,1,53,53,0.22204845737909004,0.2028292188472956,0.41323031794237897,0.6188777885747592,1552.5918613649765,690.9476928710938,132.798828125,279.14892578125,114.88774741999582,6.718352872037722,323.2763635821141,94.55102387968196,44.14478398789501,-134.94645992695501,
1613,iterative,1,53,53,0.22158149151456105,0.21471632879066813,0.4080490226492555,0.5615352681459916,1552.657595076651,691.0793503095518,132.7613525390625,279.14337158203125,114.87745764066594,6.739498548576551,323.22229065271955,94.538680861361,44.183329889556205,-134.98934074145407,
1614,iterative,1,53,53,0.24039813005904243,0.21748335512792896,0.49881513533250155,0.577086577194506,1552.6037689784787,691.0132860867483,132.5008544921875,279.05352783203125,114.9184813275976,6.729908435957501,323.3050470450787,94.58207630300458,44.14660949226364,-134.9159106271068,
1615,iterative,1,52,52,0.2369539283414104,0.2105461456704518,0.47311387857191317,0.5872226058560747,1551.8687626765325,693.5672454833984,132.572509765625,279.1046142578125,114.9028366982579,6.727347024131799,323.30310928311235,94.56648039338506,44.144284017841805,-134.9184463619134,
1616,iterative,1,52,52,0.23572892349730237,0.22391536969330783,0.4500997304106985,0.593296218027979,1551.952150785006,693.6661153940054,132.549072265625,279.1063232421875,114.94557382227369,6.75765106852427,323.3653402135918,94.60975706003637,44.15218120286136,-134.85001939225708,
1617,iterative,1,52,52,0.24500822503758826,0.2223419078559048,0.5015293024804935,0.5927165572630011,1551.8971909743088,693.5513141338641,132.547607421875,279.09283447265625,114.93086609807108,6.736794109440409,323.34440143624363,94.59521866149058,44.13955451842651,-134.87683289814854,
1618,iterative,1,52,52,0.24250607231978943,0.2255755894998183,0.4502637210324866,0.6104233731953731,1551.8285146859976,693.5237731933594,132.6231689453125,279.08154296875,114.90565869110239,6.718579617363066,323.32589353231083,94.57016415620629,44.12811527750867,-134.90030925067373,
1619,iterative,1,52,52,0.23805196348495172,0.21812701322106812,0.4108442263814875,0.583319828684003,1551.8561683067908,693.6522369384766,132.67919921875,279.1708984375,114.84206945144892,6.721059387518363,323.18780719388,94.50305793908545,44.176950569361196,-135.02770409913464,
1620,iterative,1,52,52,0.23004171444770374,0.20633498121052735,0.4357875104449789,0.5347474200259064,1551.8400667630708,693.5662959172175,132.6864013671875,279.24493408203125,114.84829243456099,6.709276741692672,323.2136647992624,94.51031660373651,44.15700924812751,-135.00780868477565,
1621,iterative,1,52,52,0.23343546304735885,0.20363057078494173,0.45535663922268255,0.5836938046991561,1551.8779813326323,693.7200293907753,132.649658203125,279.17041015625,114.85036839089145,6.725695645513433,323.2034315890653,94.51159217808734,44.176060836688414,-135.0115528097309,
1622,iterative,1,52,52,0.24909943280852914,0.22252562487694075,0.4831587050966994,0.6480047514728476,1551.827664888822,693.578380878155,132.2672119140625,279.17132568359375,114.87829545192189,6.737063556661678,323.2897275654092,94.54130250431048,44.15713681063961,-134.9272004331868,
1623,iterative,1,52,52,0.24675784074103246,0.23509521342633738,0.4748892793912665,0.643619212951465,1551.8246037409856,693.6777918888972,132.2286376953125,279.21246337890625,114.874548211984,6.7485634928866,323.2836830988033,94.5370275289321,44.16987522817576,-134.92871146629957,
1624,iterative,1,52,52,0.23801694082066213,0.21441835649881694,0.43992143410444834,0.624210773952317,1551.8233736478364,693.6327162522537,132.272705078125,279.1759033203125,114.87656413869543,6.732050152681281,323.2704445327758,94.539250170197,44.15923467916693,-134.9469830994588,
1625,iterative,1,52,52,0.24728067077558688,0.22919382372927855,0.5095765071356637,0.6743369882536266,1551.77396099384,693.663813664363,132.17724609375,279.172607421875,114.84623621407552,6.716691518828322,323.2407765629463,94.50870356424643,44.15422308754578,-134.97981064724576,
1626,iterative,1,52,52,0.24990876770647524,0.23580600163371485,0.5254336721527035,0.5995555563531905,1551.7441781850962,693.5754171518179,132.55908203125,279.19403076171875,114.81641746239453,6.702776873500092,323.19666218756294,94.47825307167301,44.1557114047922,-135.0256299208727,
1627,iterative,1,52,52,0.2490437339218858,0.23270139136012377,0.5145561363889395,0.6107699832445415,1551.7638009878306,693.560044508714,132.4986572265625,279.1097412109375,114.85188292936323,6.694752727068031,323.25925107083793,94.51553384204368,44.12739582626767,-134.97042188924436,
1628,iterative,1,52,52,0.23484882318752753,0.2151323209082195,0.4939947458093503,0.6082808892370457,1551.6990778996394,693.5983957143931,132.5791015625,279.24755859375,114.76107872879508,6.688365189447774,323.10861386721683,94.42121046777737,44.17132614794956,-135.11237610192012,
1629,iterative,1,52,52,0.23402428845649964,0.19872059259542246,0.44973093322768126,0.60593081081242,1551.769503079928,693.66405076247,132.5238037109375,279.0997314453125,114.85781220152882,6.737850424516945,323.27937846225234,94.52054942867048,44.16073379284826,-134.93634691963294,
1630,iterative,1,52,52,0.23504040815503352,0.2167639504745537,0.4281024158883414,0.5618998030265094,1551.7799001840444,693.7103435809796,132.601318359375,279.15289306640625,114.80046198820853,6.738208900529267,323.1720625941599,94.46052435686538,44.196906708805,-135.03581742743972,
1631,iterative,1,52,52,0.24296403341307624,0.22070192325298915,0.44798888082662236,0.5355465301229455,1551.6172367976262,693.5670189490685,132.6195068359375,279.19403076171875,114.78806953575096,6.7132896748681725,323.20568025103495,94.44981174911996,44.16120071723207,-135.01312360140014,
1632,iterative,1,52,52,0.22347581460012586,0.19516285453678495,0.4398427261446332,0.5441148146279856,1551.7047776442307,693.595933180589,132.6356201171875,279.18048095703125,114.80671620062081,6.719515659675745,323.20388770610356,94.46819231431633,44.16839291756619,-135.0128053368252,
1633,iterative,1,52,52,0.22621102234282084,0.19982531998528572,0.45147418391151606,0.5543587548317063,1551.739255464994,693.6438833383413,132.660888671875,279.19036865234375,114.7839319012188,6.707309698741136,323.1402960840789,94.4442217394367,44.17867442614682,-135.07630105553557,
1634,iterative,1,54,54,0.22572908244738701,0.20749567275952974,0.4289116409655579,0.5289376679408666,1553.1320778175636,689.0299886067709,132.671142578125,279.23223876953125,114.72261121305199,6.7005087935893135,323.04031072238337,94.38065033138528,44.20539943934744,-135.17142203854837,
1635,iterative,1,54,54,0.24564235683969193,0.2172968618917996,0.5222050091066125,0.5653039605590602,1553.1667344835068,688.9989115397135,132.7276611328125,279.1533203125,114.81229774358083,6.720920947251363,323.2170629113501,94.47405584494902,44.16524756006925,-135.00006013290334,
1636,iterative,1,54,54,0.23760929601717262,0.22697802741239734,0.4648536415480234,0.5371642155781022,1553.126134801794,689.0515735767506,132.7034912109375,279.10992431640625,114.842558778899,6.7508367042739374,323.27695165781313,94.50482072910101,44.17311838184151,-134.93381123255463,
1637,iterative,1,54,54,0.2577402250881091,0.22093874150776782,0.5053715871975091,0.8402647219138722,1553.098897298177,688.7984438295717,132.74609375,279.1611328125,114.85410582344964,6.720713211595922,323.3084799693218,94.51814535621317,44.134244940539006,-134.9152073794809,
1638,iterative,1,54,54,0.2502285297114746,0.2037023104266852,0.4980853587387082,0.8701025630072997,1553.0496554904514,688.8060777452257,132.7501220703125,279.11004638671875,114.8369105966478,6.716065005189475,323.294929077368,94.5007752863109,44.134033641268175,-134.9293192306889,
1639,iterative,1,54,54,0.24642388251678035,0.2195006028949401,0.47850430772239755,0.533559632349238,1553.044236924913,688.8588788067854,132.505126953125,279.25433349609375,114.8172744035501,6.708277520291438,323.25579726134356,94.48042302770901,44.139879246190645,-134.9684234312135,
1640,iterative,1,54,54,0.23566562907772923,0.21235325865609592,0.4527654291992528,0.5148454750242267,1553.1512428566261,689.0387200249565,132.5560302734375,279.1392822265625,114.82518245957776,6.73802866743024,323.23487641470314,94.4868171093662,44.17541024171617,-134.9774795897308,
1641,iterative,1,54,54,0.2382413794902942,0.21755931003026832,0.47143147836059873,0.5028784657855169,1553.1077180085358,688.8872511121962,132.553466796875,279.2244873046875,114.79331007995862,6.699003479572069,323.18348988621307,94.45495673365177,44.15594781044169,-135.03900616454558,
1642,iterative,1,54,54,0.23687923807115624,0.1979521581043544,0.47215929462538686,0.7198214431642491,1553.0665803132233,688.8719132034867,132.3660888671875,279.07275390625,114.85846714587257,6.721323310538407,323.3414871894972,94.52331712329867,44.123264520071395,-134.88419845932444,
1643,iterative,1,54,54,0.23310287157889242,0.20313117199183894,0.47037215466599563,0.6498772985127638,1553.0735970956307,688.9201592339409,132.451904296875,279.1805419921875,114.83215315575858,6.729894787354227,323.29351641861814,94.49553142975067,44.147262774669244,-134.92566085384726,
1644,iterative,1,54,54,0.24562505436450566,0.20393113447119154,0.49264892649631564,0.6713399425217764,1553.0236047815395,688.7815348307291,132.42236328125,279.08203125,114.8458935543886,6.710432043069699,323.34089087912986,94.511097448746,44.11280488775309,-134.88848169893106,
1645,iterative,1,54,54,0.2460199194247257,0.20634708295786047,0.4803130969308282,0.6780589240927267,1552.9391253436054,688.7008113154659,132.410888671875,279.1383056640625,114.80468922336668,6.688882494223585,323.3008137049699,94.46962429562066,44.10527633298706,-134.93310969767685,
1646,iterative,1,54,54,0.23396346782970703,0.2166404471609833,0.42721876802704534,0.5503302845782615,1552.9262921368634,688.5813304759838,132.70947265625,279.1114501953125,114.81964819751266,6.667112379705188,323.3351998917457,94.48615544126969,44.073325042406104,-134.90890319259327,
1647,iterative,1,54,54,0.21908128674573496,0.20728170229734938,0.40274756741243106,0.5055998171899256,1552.8919926396122,688.6326067889178,132.589111328125,279.12969970703125,114.80384221426046,6.657813021282609,323.2567336770316,94.46868563429253,44.09188154528995,-134.98534739492473,
1648,iterative,1,54,54,0.2160647669639213,0.19454015408943182,0.3980771030723583,0.5793021938745105,1552.7865103262443,688.4167322229456,132.5185546875,278.989990234375,114.83161454450702,6.63246044600462,323.39284399091633,94.5007080113139,44.02096311792228,-134.86751184436406,
1649,iterative,1,54,54,0.2124217565187006,0.18594099101936434,0.4465724827182444,0.5201206096749086,1552.6658619068287,688.183428729022,132.364501953125,279.01422119140625,114.79440279528309,6.56237205959064,323.3171314225509,94.46391955757613,43.98091709226656,-134.96276106850615,
1650,iterative,1,52,52,0.22146460674147522,0.18664860201637956,0.44383157980031485,0.5461518413691665,1551.2101510854868,692.8526846078726,132.3231201171875,279.031982421875,114.79429650327162,6.564124867549136,323.3168012385058,94.46374736897167,43.982667185875826,-134.96244455835136,
1651,iterative,1,52,52,0.22846983894125814,0.1986797946143511,0.47839219593406057,0.502497761480452,1551.092538686899,692.6757225623497,132.3480224609375,279.014404296875,114.76908321041353,6.530040092618885,323.32187868595634,94.43980501347056,43.94802857375607,-134.96952923582353,
1652,iterative,1,52,52,0.23628550755282188,0.20241341790553857,0.4701998343386236,0.5753392669886361,1551.097160926232,692.6882641132062,132.27099609375,278.977294921875,114.78729712210459,6.533460576982014,323.34464791787116,94.45846626098351,43.943859541970056,-134.94725231436684,
1653,iterative,1,54,54,0.23454782380386555,0.20097188878321626,0.493466795173738,0.5725094749623137,1552.3519671404804,687.6454377350984,131.7620849609375,278.68341064453125,114.88681225857617,6.445989939731722,323.5156271308815,94.56509382983678,43.805391010518164,-134.81979528863832,
1654,iterative,1,54,54,0.23401584492861177,0.21506558768019532,0.4369020980908463,0.5293107877020697,1552.1574390552662,687.023440890842,131.2332763671875,278.53570556640625,114.87476333092619,6.306512753914928,323.54846264917194,94.55847202117117,43.662984628220215,-134.83860505240858,
1655,iterative,1,54,54,0.24251210639261223,0.21695810686288455,0.43990032288220193,0.6043754932953392,1551.9593641493057,685.0245350025318,130.917724609375,278.027099609375,115.04098335185806,5.910552148312821,323.97000279153406,94.7482249917471,43.150056562275545,-134.5875899184148,
1656,iterative,1,54,54,0.24850475966299054,0.23891796836984636,0.4356151361803343,0.6386098285271343,1551.8442880135995,683.332437020761,131.1142578125,277.833984375,115.04423841076145,5.555355615483899,324.1231731941158,94.76702959740612,42.76404578868045,-134.5709041746875,
1657,iterative,1,54,54,0.2499506738560466,0.2266267972829646,0.4350981274721623,0.584336632589289,1551.6522827148438,680.3523356119791,131.3719482421875,277.76519775390625,115.02925097453709,4.9316887308024615,324.2674630334986,94.77621183070994,42.12972562634566,-134.65784198170522,
1658,iterative,1,54,54,0.2554466070146073,0.21298939457767452,0.513310332391026,0.6209059015611642,1551.418635615596,679.1164505570023,131.1025390625,277.67926025390625,115.05681503948452,4.672832772279523,324.37123853926863,94.81488781821642,41.85220221721268,-134.6533180552364,
1659,iterative,1,54,54,0.250908139497019,0.20925702706429986,0.5045634636418239,0.5950252637975489,1550.9912493670429,676.8845678258825,130.9501953125,277.53338623046875,115.00727027313371,4.188912588378273,324.4587639495782,94.7835120390813,41.36718775804368,-134.74315491064834,
1660,iterative,1,54,54,0.24235447607039506,0.20350715871864325,0.48938193608442426,0.652798204230394,1550.7746039496528,675.9879670319734,131.0841064453125,277.31622314453125,115.04736625029827,3.982645596495198,324.5717961236103,94.8332136840544,41.13599006877637,-134.71141524057893,
1661,iterative,1,54,54,0.252305795157998,0.22139613391326007,0.5016391951680965,0.6637695258988373,1549.9560117368344,672.2349842212818,130.7840576171875,276.59613037109375,115.13733818012044,3.2277224495634043,325.1922051218083,94.96361540703221,40.214144525838,-134.40140327857836,
1662,iterative,1,54,54,0.2528882664714817,0.22813337660715238,0.5175082227322351,0.6404808005183346,1549.5177973994503,669.8616751211661,130.8280029296875,276.3128662109375,115.11655892350542,2.729892629643626,325.4006614887735,94.96449435868271,39.67432966223261,-134.3835285894942,
1663,iterative,1,55,55,0.25458447335956336,0.21254744610132056,0.4797273301934165,0.6482298445049789,1549.9065407492897,668.027724387429,133.7491455078125,276.02130126953125,115.07037419988222,1.7534656991653832,325.58400924814947,94.95509416621215,38.695436048667474,-134.5591358496813,
1664,iterative,1,55,55,0.2493494973474735,0.20804487262673704,0.5005151283844561,0.56807352698317,1549.614200106534,666.5322076970881,133.3231201171875,276.37481689453125,114.90008594743759,1.397655016386893,325.32576199695626,94.79012636688421,38.44808464260388,-134.92505097748017,
1665,iterative,1,55,55,0.247833928777421,0.219457821050075,0.5039136740627344,0.5814619250279961,1549.6639959161932,666.5655872691761,133.29345703125,276.3155517578125,114.92591143741295,1.4039640877648223,325.3581935991681,94.81654186654613,38.44348391613591,-134.89280777928698,
1666,iterative,1,55,55,0.2514102760404276,0.2156804512433595,0.561612491310247,0.6562932299031514,1549.5709428267046,666.5062710848722,133.3895263671875,276.35968017578125,114.9152511537631,1.397209506918819,325.3767330933452,94.80658147451203,38.43016712396929,-134.87776010534176,
1667,iterative,1,55,55,0.25192436961578074,0.21522645164348528,0.536200750109241,0.643687363675703,1549.615567294034,666.5586747602983,133.407470703125,276.373291015625,114.89083357541497,1.405574365035633,325.3191773046195,94.78045509321225,38.45745214106759,-134.92827542818216,
1668,iterative,1,55,55,0.26285190475939657,0.2392099284884429,0.5164176117477928,0.6611939098598579,1549.6275701349432,666.5412841796875,133.355712890625,276.3349609375,114.86766249219347,1.3975131896143118,325.2686505242015,94.75629197785307,38.466948962035616,-134.97808297212754,
1669,iterative,1,55,55,0.26845899930787953,0.250378481878315,0.5269396103468055,0.6124128077635407,1549.6155206853693,666.4890414151279,133.396728515625,276.3289794921875,114.89911764118241,1.4030402638102184,325.3364421834355,94.78925173827562,38.44928236790764,-134.91314277153052,
1670,iterative,1,55,55,0.257519648179184,0.22714219732156338,0.46936537704594405,0.6724339307647466,1549.6614923650568,666.5682017933239,133.363525390625,276.3387451171875,114.90302650587833,1.403983595135585,325.30380520411757,94.79230131356545,38.4619106539174,-134.9433515119744,
1671,iterative,1,55,55,0.26477886581871796,0.231732345557281,0.5391143746144966,0.6328012735967539,1549.633378462358,666.4855169122869,133.35791015625,276.3809814453125,114.89045931127822,1.3918353703729485,325.30765636942243,94.78024177699514,38.4486976847096,-134.94392617851133,
1672,iterative,1,55,55,0.25683450712249106,0.23913647990186696,0.4769066652489824,0.6255442784771621,1549.607060102983,666.4645463423295,133.3056640625,276.323974609375,114.91435854589317,1.3852323353990965,325.3687610633701,94.80588202051058,38.42177704014635,-134.8894613833015,
1673,iterative,1,55,55,0.2583928496495344,0.2358009021185551,0.45240608686455525,0.6349765026531871,1549.577501331676,666.3907093394886,133.262451171875,276.19683837890625,114.93702858103697,1.3710473871316016,325.42357164937226,94.83038437584013,38.38996194541109,-134.84356173276942,
1674,iterative,1,55,55,0.26437776436123706,0.2488702456943864,0.489753700496562,0.6991363803093639,1549.18740234375,664.1863214666193,133.139892578125,275.673583984375,115.103570099404,0.9457047349724003,325.9970774112035,95.02526577016518,37.795630145272746,-134.46100159183771,
1675,iterative,1,55,55,0.27185929527995717,0.25018024888228724,0.5433593181063503,0.6789601084344244,1548.783660333807,662.4455211292614,133.088134765625,275.36505126953125,115.1113431284412,0.5737754142164868,326.17500027702806,95.04976035185382,37.38537963810567,-134.4271944529667,
1676,iterative,1,55,55,0.26832039193244206,0.2507889187496042,0.5120842811569855,0.6921814400104432,1548.3515092329546,660.6640014648438,132.793212890625,275.18841552734375,115.06505934427513,0.15440841132829683,326.21309906414825,95.01827059737629,36.978339718371394,-134.5402841893438,
1677,iterative,1,55,55,0.26709343487750314,0.23757018723581128,0.5120029376277143,0.6933146440932417,1547.734998668324,657.7432539506392,132.8773193359375,274.97772216796875,115.00138789694257,-0.45516683564543137,326.4578309810008,94.98088598283597,36.31957156799116,-134.52776777231998,
1678,iterative,1,55,55,0.2733165319038333,0.24041164695824555,0.5356318394327079,0.7000066663741488,1547.4221590909092,656.1928744229403,132.6304931640625,274.8526611328125,114.99150401799439,-0.7632107216395781,326.60603906310314,94.98488687786254,35.978839751247506,-134.49878184022464,
1679,iterative,1,55,55,0.2802795850781373,0.2542878572222508,0.5454394825165596,0.7333029295538582,1546.830351118608,652.9888916015625,132.073974609375,274.29412841796875,115.07995738264528,-1.4652861236195873,327.0322131301659,95.10712408771411,35.17527944769877,-134.3514485231892,
1680,iterative,1,55,55,0.2789705606326913,0.254550213078931,0.5679829391660114,0.761761382825836,1546.0091796875,648.2208174272017,132.4071044921875,273.89910888671875,115.03655008860302,-2.4604646569116735,327.50150926825796,95.1083429761558,34.07742011079729,-134.26655587204212,
1681,iterative,1,55,55,0.2789511738590568,0.2525482299232023,0.5605912562950867,0.7205310042626167,1545.6127796519886,645.9059348366477,132.474609375,273.7586975097656,114.97817992073917,-2.961292891775323,327.62553841338894,95.06962806216086,33.56329835380123,-134.32819352768098,
1682,iterative,1,55,55,0.2727305813605465,0.2427666312278871,0.5197387076486292,0.7453587651793393,1544.6707341974432,641.0378933993253,132.326904296875,273.2906494140625,114.9169916918428,-3.9989533558442587,327.9986381409921,95.05204699661952,32.45922347379946,-134.34809855891262,
1683,iterative,1,55,55,0.2705674367577195,0.2501417296276238,0.532529069604966,0.682226860268255,1544.302490234375,639.019853071733,132.4237060546875,273.274658203125,114.84908821697198,-4.440916353427129,328.0579801438926,95.00023616951341,32.02267594285509,-134.44912102107406,
1684,iterative,1,51,51,0.257362829178044,0.23316825055036125,0.5187701026464522,0.712628450829067,1548.0732756969976,638.8671671549479,127.23095703125,272.9877014160156,114.82642428144274,-5.121307143805992,328.2291805590436,95.00429409243529,31.32551524714951,-134.53100729207708,
1685,iterative,1,53,53,0.26455932003851507,0.250557493398156,0.5023026163536618,0.6855195678758265,1545.5845993329895,637.8358920115345,126.775146484375,272.7500305175781,114.78273070082057,-5.716828411586279,328.3004003073181,94.9820224354941,30.742294409494153,-134.67586718898505,
1686,iterative,1,53,53,0.259286768936855,0.2495202230902929,0.48992328995137324,0.6228193097455749,1545.3389224646226,636.8051124428803,126.253173828125,272.7068786621094,114.76489562658772,-5.927595889884463,328.342098151801,94.97218789920736,30.52992862055401,-134.71169711501685,
1687,iterative,1,55,55,0.3199530356208556,0.23722997263381182,0.5603664459443793,2.436426896234575,1542.5513405539773,630.176631858132,131.02294921875,272.1993408203125,114.97780607245164,-6.315729242877244,328.98211686979926,95.21385578176847,29.948566581772567,-134.2542945227047,
1688,iterative,1,55,55,0.26576656801171616,0.24614451812885482,0.4916257296008503,0.7104431990692734,1541.8069868607954,626.3536460182884,131.1063232421875,271.7087097167969,114.88084838156782,-7.201721127358319,329.21406552492067,95.1519806713722,29.03485611994215,-134.35169706094464,
1689,iterative,1,55,55,0.2686244783156433,0.23952189049629702,0.5052589695590933,0.7041749433143477,1541.4198686079546,624.1394864169034,130.962646484375,271.517822265625,114.88864227760195,-7.683301903879021,329.4259632512622,95.180960804503,28.510129888064213,-134.32516464640526,
1690,iterative,1,55,55,0.27387805746010824,0.24469385400604254,0.5120980465764199,0.71550082452117,1540.2988680752842,618.3118774414063,131.265869140625,270.8345642089844,114.86207737099987,-8.908955783526107,330.1254777266271,95.21240576530556,27.115917531044865,-134.10736486179474,
1691,iterative,1,55,55,0.2694076626170238,0.2504709317637642,0.5194274925993734,0.7071313896761787,1539.2715354225852,612.1443403764205,130.871337890625,270.36785888671875,114.8091776258563,-10.279933157561127,330.5162000913795,95.21451288283151,25.69461013968371,-134.2295211910938,
1692,iterative,1,55,55,0.27055812292804293,0.24926354923807909,0.47763023080411304,0.6592647042470711,1538.6844682173296,609.4719404740767,130.697998046875,270.0317687988281,114.76738039826145,-10.865002274116884,330.71611435067314,95.1970449876832,25.075516842472943,-134.25042459843976,
1693,iterative,1,52,52,0.27056063056243435,0.24430541667846462,0.4928018166196243,0.7078308149582341,1539.2605778620793,609.912588266226,125.2274169921875,269.3614807128906,114.7658110391241,-12.163451802428215,331.26006107496846,95.25192594206526,23.66956410650667,-134.20420053104314,
1694,iterative,1,52,52,0.2698434274202958,0.25251734965149,0.4843378923595751,0.6935892299832556,1538.1315166766826,604.4869255652794,124.4981689453125,268.8689880371094,114.71061250323457,-13.399429618459884,331.5483380446471,95.24470734941218,22.410635216310503,-134.37401688091387,
1695,iterative,1,53,53,0.26085200004767767,0.25072372267567894,0.45402804748764203,0.488313135610314,1536.3620121793927,600.039515657245,127.0244140625,268.6086120605469,114.61347227660957,-13.928634346414988,331.6260194654751,95.167017480934,21.884932725697468,-134.48860067802212,
1696,iterative,1,52,52,0.28019208735845136,0.2716917560687243,0.4711521997490928,1.061136595893657,1534.586221548227,596.641478905311,127.089111328125,267.9580383300781,114.56509891675903,-15.212188394181677,332.2034868420758,95.17549209818489,20.47912653852085,-134.40519389485712,
1697,iterative,1,52,52,0.260805608698937,0.25439022762042796,0.47075807024126737,0.4916434361194133,1533.5329167292668,590.7441001305214,126.4798583984375,267.4428405761719,114.55500945036866,-16.55574783522948,332.6093095922446,95.21985265642905,19.07976353484217,-134.50399267178747,
1698,iterative,1,52,52,0.2631888091337919,0.25017276109233166,0.477397929095548,0.4904593198271967,1533.1196969839243,588.4080329308143,126.2855224609375,267.41656494140625,114.49089581712211,-17.09577499797866,332.6567180820736,95.17475171443778,18.55601769745016,-134.65111052328382,
1699,iterative,1,52,52,0.26186964285466185,0.24915274245651448,0.46461895531622494,0.5074821074068061,1532.3206787109375,584.3296878521259,126.2220458984375,267.0631103515625,114.42043493277998,-18.006020806227763,332.97174037369126,95.14224791667172,17.591201754168665,-134.67983178011613,
1700,iterative,1,53,53,0.2787970815235221,0.2572239853186244,0.5257553109405572,0.6588315245985971,1530.2022659013855,576.8593703935732,127.9273681640625,266.4903259277344,114.47078125151108,-19.104105453975418,333.5444800789736,95.24313844604558,16.36421624521735,-134.5360156567436,
