candidate_rank,frame_index,capture_time_s,used_for_calibration,selected_rank,score,num_charuco,num_aruco,corner_fraction,sharpness,centroid_u,centroid_v,centroid_u_norm,centroid_v_norm,bbox_area_norm,bbox_diag_norm,edge_margin_px,edge_margin_norm,radius_norm,corner_radius_norm_max,grid_col,grid_row,corner_grid_cells,edge_corners_lrtb,radius_bin,size_bin,selected_reprojection_mean_px
83,540,9.828000,0,,0.828959,44.000000,30.000000,0.916667,4780.492984,1398.702995,635.205020,0.728871,0.588698,0.149732,0.364017,195.434937,0.180958,0.347129,0.720836,5,2,3:2 3:3 4:1 4:2 4:3 5:2 5:3 5:4 6:2 6:3 6:4,0/4/0/0,2,3,
84,542,9.937000,0,,0.828737,44.000000,30.000000,0.916667,4906.632053,1396.823633,636.506317,0.727891,0.589904,0.147852,0.362343,196.602112,0.182039,0.346460,0.719355,5,2,3:2 3:3 4:1 4:2 4:3 5:2 5:3 5:4 6:2 6:3 6:4,0/3/0/0,2,3,
85,544,10.062000,0,,0.828768,44.000000,30.000000,0.916667,4917.556642,1395.115584,639.090736,0.727001,0.592299,0.146047,0.361189,196.564087,0.182004,0.346551,0.719563,5,2,3:2 3:3 4:1 4:2 4:3 5:2 5:3 5:4 6:2 6:3 6:4,0/3/0/0,2,3,
86,546,10.172000,0,,0.858076,48.000000,31.000000,1.000000,4930.370909,1395.441538,637.759030,0.727171,0.591065,0.146719,0.362529,194.106934,0.179729,0.346120,0.720510,5,2,3:2 3:3 4:1 4:2 4:3 5:2 5:3 5:4 6:2 6:3 6:4,0/4/0/0,2,3,
87,548,10.297000,0,,0.828571,44.000000,30.000000,0.916667,4728.683561,1394.365795,632.331305,0.726611,0.586035,0.149070,0.365461,193.908447,0.179545,0.342795,0.718254,5,2,3:2 3:3 4:1 4:2 4:3 5:2 5:3 5:4 6:2 6:3 6:4,0/4/0/0,2,3,
88,550,10.406000,1,6,0.856588,48.000000,31.000000,1.000000,4560.561440,1388.865913,623.941317,0.723745,0.578259,0.150452,0.367355,197.473145,0.182846,0.335220,0.710584,5,2,3:1 3:2 3:3 4:1 4:2 4:3 5:1 5:2 5:3 6:2 6:3 6:4,0/3/0/0,2,3,0.221050
89,552,10.531000,0,,0.855145,48.000000,31.000000,1.000000,4476.687457,1383.491313,612.857049,0.720944,0.567986,0.152408,0.369585,201.910767,0.186954,0.326920,0.700963,5,2,3:1 3:2 3:3 4:1 4:2 4:3 5:1 5:2 5:3 6:2 6:3,0/3/0/0,2,3,
90,554,10.640000,0,,0.824694,44.000000,30.000000,0.916667,4530.894028,1379.349801,605.882480,0.718786,0.561522,0.153475,0.369765,209.850220,0.194306,0.321410,0.692407,5,2,3:1 3:2 3:3 4:1 4:2 4:3 5:1 5:2 5:3 6:2 6:3,0/2/0/0,2,3,
91,556,10.750000,0,,0.823106,44.000000,30.000000,0.916667,4588.741576,1372.095714,599.495720,0.715006,0.555603,0.154410,0.369125,223.252441,0.206715,0.314067,0.681818,5,2,3:1 3:2 3:3 4:1 4:2 4:3 5:1 5:2 5:3 6:2 6:3,0/1/0/0,2,3,
92,558,10.859000,0,,0.851150,48.000000,31.000000,1.000000,4669.915656,1367.582555,595.663497,0.712654,0.552051,0.154650,0.368052,224.024048,0.207430,0.309616,0.674331,4,2,3:1 3:2 3:3 4:1 4:2 4:3 5:1 5:2 5:3 6:2 6:3,0/0/0/0,2,3,
93,560,10.984000,0,,0.821344,44.000000,30.000000,0.916667,5090.966398,1364.975539,593.659606,0.711295,0.550194,0.154799,0.367416,224.940857,0.208279,0.307132,0.670071,4,2,3:1 3:2 3:3 4:1 4:2 4:3 5:1 5:2 5:3 6:2 6:3,0/0/0/0,2,3,
94,562,11.093000,0,,0.850400,48.000000,31.000000,1.000000,4603.192593,1370.503634,589.158472,0.714176,0.546023,0.155080,0.367226,227.654907,0.210792,0.309805,0.669330,4,2,3:1 3:2 3:3 4:1 4:2 4:3 5:1 5:2 5:3 6:2 6:3,0/0/0/0,2,3,
95,564,11.218000,0,,0.850813,48.000000,31.000000,1.000000,4072.303613,1383.744576,582.985587,0.721076,0.540302,0.156127,0.367693,230.725952,0.213635,0.317801,0.672088,5,2,3:1 3:2 3:3 4:1 4:2 4:3 5:1 5:2 5:3 6:2 6:3,0/0/0/0,2,3,
96,566,11.343000,0,,0.851304,48.000000,31.000000,1.000000,4239.655966,1395.730853,578.805534,0.727322,0.536428,0.156754,0.367899,221.781006,0.205353,0.325583,0.675360,5,2,3:3 4:1 4:2 4:3 5:1 5:2 5:3 6:2 6:3,0/1/0/0,2,3,
97,568,11.468000,0,,0.852299,48.000000,31.000000,1.000000,4096.536333,1411.334282,575.740417,0.735453,0.533587,0.156731,0.367694,206.942139,0.191613,0.336352,0.681993,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/3/0/0,2,3,
98,570,11.593000,1,7,0.853376,48.000000,31.000000,1.000000,4532.034467,1428.020966,571.662395,0.744148,0.529808,0.157178,0.368022,192.046875,0.177821,0.347842,0.689174,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/6/0/0,2,3,0.258145
99,572,11.718000,0,,0.824240,44.000000,30.000000,0.916667,5337.495174,1431.798140,572.304176,0.746117,0.530402,0.155301,0.365765,189.304688,0.175282,0.350707,0.689376,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/6/0/0,2,3,
100,574,11.843000,0,,0.824958,44.000000,30.000000,0.916667,4792.417259,1438.797152,575.356531,0.749764,0.533231,0.152729,0.362847,182.613525,0.169087,0.356332,0.694163,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/6/0/0,2,3,
101,576,11.968000,0,,0.826018,44.000000,30.000000,0.916667,5095.074345,1449.151065,577.711309,0.755159,0.535414,0.151979,0.361898,173.601929,0.160743,0.364309,0.701233,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:2 6:3,0/6/0/0,2,3,
102,578,12.093000,0,,0.826997,44.000000,30.000000,0.916667,4862.210042,1458.229550,578.490403,0.759890,0.536136,0.152053,0.362055,163.611206,0.151492,0.371076,0.707760,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:2 6:3,0/6/0/0,2,3,
103,580,12.218000,0,,0.828241,44.000000,30.000000,0.916667,4565.666312,1467.686232,579.471209,0.764818,0.537045,0.153160,0.363591,151.563965,0.140337,0.378156,0.716049,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/6/0/0,2,3,
104,582,12.343000,0,,0.829437,44.000000,30.000000,0.916667,4794.837339,1476.818970,582.699169,0.769577,0.540036,0.152732,0.363392,140.202759,0.129817,0.385421,0.724026,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/8/0/0,2,3,
105,584,12.453000,0,,0.860062,48.000000,31.000000,1.000000,4359.090430,1486.664978,588.182338,0.774708,0.545118,0.150830,0.361444,129.457275,0.119868,0.393701,0.733014,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/9/0/0,2,3,
106,586,12.578000,1,8,0.868536,48.000000,31.000000,1.000000,4172.901554,1497.087702,591.658859,0.780140,0.548340,0.149598,0.360012,119.976318,0.111089,0.402032,0.740734,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/11/0/0,2,3,0.509194
107,588,12.703000,0,,0.853439,44.000000,30.000000,0.916667,3576.667633,1513.487923,594.380345,0.788686,0.550862,0.148960,0.359140,104.068481,0.096360,0.414551,0.752705,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/12/0/0,3,3,
108,590,12.812000,0,,0.867719,44.000000,30.000000,0.916667,4193.808479,1531.307856,592.978799,0.797972,0.549563,0.150061,0.360161,87.619629,0.081129,0.427185,0.763292,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/12/0/0,3,3,
109,592,12.937000,1,9,0.877850,44.000000,30.000000,0.916667,3852.335284,1543.549566,592.150298,0.804351,0.548795,0.150673,0.360738,75.985962,0.070357,0.435914,0.770988,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/12/0/0,3,3,0.245553
110,594,13.047000,0,,0.826187,40.000000,28.000000,0.833333,4581.872726,1528.654312,580.104779,0.796589,0.537632,0.139477,0.346351,94.683716,0.087670,0.422803,0.721675,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/10/0/0,2,3,
111,596,13.172000,0,,0.829686,40.000000,28.000000,0.833333,4623.004873,1534.727707,582.580532,0.799754,0.539926,0.138510,0.345150,89.483765,0.082855,0.427660,0.726542,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/11/0/0,2,3,
112,598,13.281000,0,,0.837960,40.000000,28.000000,0.833333,4222.938118,1545.184277,584.409145,0.805203,0.541621,0.138185,0.344685,79.766235,0.073858,0.435617,0.734498,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/13/0/0,2,3,
113,600,13.406000,1,10,0.880976,44.000000,29.000000,0.916667,3171.605851,1562.834628,584.349050,0.814401,0.541565,0.139342,0.345933,65.656738,0.060793,0.448498,0.744327,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/14/0/0,2,3,0.576467
114,602,13.515000,0,,0.798797,38.000000,27.000000,0.791667,4756.400437,1561.679736,585.515092,0.813799,0.542646,0.128733,0.331700,99.365479,0.092005,0.447858,0.752470,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/12/0/0,3,3,
115,604,13.640000,0,,0.829594,42.000000,28.000000,0.875000,4807.834666,1568.659633,587.110679,0.817436,0.544125,0.128206,0.331013,96.733154,0.089568,0.453239,0.754318,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/12/0/0,3,3,
116,606,13.750000,0,,0.831117,42.000000,28.000000,0.875000,4780.857495,1573.716131,590.981461,0.820071,0.547712,0.127205,0.329740,93.939087,0.086981,0.457650,0.758673,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/12/0/0,3,3,
117,608,13.875000,0,,0.801518,38.000000,27.000000,0.791667,4860.443190,1572.520701,592.658663,0.819448,0.549267,0.125993,0.328211,92.908813,0.086027,0.457109,0.760888,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/12/0/0,3,3,
118,610,13.984000,0,,0.811813,38.000000,27.000000,0.791667,4272.376856,1583.037106,593.179781,0.824928,0.549750,0.126542,0.328943,81.999756,0.075926,0.464873,0.768691,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/12/0/0,3,3,
119,612,14.109000,0,,0.791778,37.000000,26.000000,0.770833,4537.264705,1583.051844,583.538808,0.824936,0.540814,0.121412,0.322116,79.033691,0.073179,0.463140,0.712457,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/11/0/0,2,3,
120,614,14.218000,0,,0.821727,41.000000,27.000000,0.854167,4233.474924,1584.187679,581.266162,0.825528,0.538708,0.121224,0.321994,77.206665,0.071488,0.463609,0.709879,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/11/0/0,2,3,
121,616,14.343000,0,,0.815457,41.000000,27.000000,0.854167,3885.190559,1576.076437,579.725212,0.821301,0.537280,0.120744,0.321522,83.326416,0.077154,0.457437,0.703681,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/11/0/0,2,3,
122,618,14.468000,0,,0.826771,42.000000,28.000000,0.875000,2798.225011,1562.330898,585.708514,0.814138,0.542825,0.123880,0.326018,91.855347,0.085051,0.448368,0.747483,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/12/0/0,2,3,
123,620,14.578000,0,,0.676534,27.000000,21.000000,0.562500,2400.273531,1546.194417,640.485780,0.805729,0.593592,0.092705,0.300736,85.133545,0.078827,0.452172,0.715339,5,2,4:2 4:3 5:2 5:3 6:2 6:3,0/6/0/0,2,2,
124,622,14.703000,1,11,0.849202,41.000000,28.000000,0.854167,2910.434211,1544.974547,608.198992,0.805094,0.563669,0.135233,0.348374,74.037354,0.068553,0.440763,0.756671,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/10/0/0,3,3,0.433126
125,624,14.828000,1,12,0.892097,48.000000,31.000000,1.000000,4610.266072,1508.975367,590.327079,0.786334,0.547106,0.136865,0.351309,85.048096,0.078748,0.410381,0.745010,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/12/0/0,2,3,0.219795
126,626,14.968000,0,,0.771332,40.000000,28.000000,0.833333,4704.175839,1477.648026,578.993612,0.770009,0.536602,0.121503,0.329827,128.509277,0.118990,0.385343,0.684037,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/8/0/0,2,3,
127,628,15.093000,0,,0.771680,40.000000,28.000000,0.833333,4978.935159,1481.917032,581.077637,0.772234,0.538533,0.117737,0.326430,122.329956,0.113268,0.388835,0.686846,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/8/0/0,2,2,
128,630,15.218000,0,,0.803384,44.000000,29.000000,0.916667,5200.026849,1487.331987,581.459742,0.775056,0.538888,0.116575,0.325805,117.413818,0.108716,0.392856,0.688436,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/8/0/0,2,2,
129,632,15.343000,0,,0.769715,40.000000,28.000000,0.833333,5275.411371,1481.970517,579.092110,0.772262,0.536693,0.114117,0.323982,118.306030,0.109543,0.388517,0.684074,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/8/0/0,2,2,
130,634,15.468000,0,,0.758504,40.000000,28.000000,0.833333,5637.331093,1474.186899,576.545000,0.768206,0.534333,0.111038,0.321049,126.014282,0.116680,0.382395,0.675384,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/8/0/0,2,2,
131,635,15.562000,0,,0.754412,40.000000,28.000000,0.833333,5769.683402,1471.753513,574.601558,0.766938,0.532532,0.109764,0.319939,128.254150,0.118754,0.380300,0.670543,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/8/0/0,2,2,
132,637,15.687000,0,,0.779082,44.000000,29.000000,0.916667,5859.209782,1465.722731,573.328533,0.763795,0.531352,0.108168,0.317985,138.112793,0.127882,0.375688,0.661174,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/7/0/0,2,2,
133,639,15.812000,1,13,0.854284,46.000000,30.000000,0.958333,5982.933927,1474.599044,578.742923,0.768421,0.536370,0.120050,0.342143,82.193115,0.076105,0.383073,0.719588,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/8/0/0,2,3,0.230823
134,641,15.953000,0,,0.819156,42.000000,29.000000,0.875000,5892.866984,1467.065927,572.622970,0.764495,0.530698,0.119929,0.342324,88.102051,0.081576,0.376563,0.711274,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/8/0/0,2,2,
135,643,16.078000,0,,0.836684,46.000000,30.000000,0.958333,5203.393212,1456.460054,561.276179,0.758968,0.520182,0.119472,0.342223,99.593384,0.092216,0.367347,0.696714,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/7/0/0,2,2,
136,645,16.203000,0,,0.820012,46.000000,30.000000,0.958333,5475.347937,1440.448799,548.232756,0.750625,0.508093,0.118978,0.341521,116.822510,0.108169,0.354622,0.678424,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/6/0/0,2,2,
137,647,16.328000,0,,0.793820,44.000000,30.000000,0.916667,5291.080455,1440.919262,540.140863,0.750870,0.500594,0.119242,0.340581,134.690796,0.124714,0.354785,0.664504,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/7/0/0,2,2,
138,649,16.453000,0,,0.825732,48.000000,31.000000,1.000000,5224.450700,1431.184624,535.205475,0.745797,0.496020,0.122515,0.341806,150.295898,0.139163,0.347655,0.654753,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/6/0/0,2,3,
139,651,16.578000,0,,0.797055,44.000000,30.000000,0.916667,4809.411570,1415.597354,533.093651,0.737674,0.494063,0.124552,0.341554,173.655762,0.160792,0.336227,0.640556,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/5/0/0,2,3,
140,653,16.703000,0,,0.826889,48.000000,31.000000,1.000000,4791.571733,1399.009038,529.582628,0.729030,0.490809,0.126910,0.341009,200.528320,0.185674,0.324158,0.624798,5,2,4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/3/0/0,2,3,
141,655,16.828000,0,,0.797996,44.000000,30.000000,0.916667,4620.238215,1386.361350,523.892054,0.722439,0.485535,0.128974,0.340162,224.964600,0.208301,0.315241,0.608927,5,2,3:2 3:3 4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/1/0/0,2,3,
142,657,16.953000,0,,0.826290,48.000000,31.000000,1.000000,4762.952786,1380.718452,518.216505,0.719499,0.480275,0.129420,0.339029,237.978882,0.220351,0.311669,0.599285,5,2,3:2 3:3 4:1 4:2 4:3 5:1 5:2 5:3 6:2 6:3,0/0/0/0,2,3,
143,659,17.093000,0,,0.826911,48.000000,31.000000,1.000000,4571.512426,1381.822273,510.943913,0.720074,0.473535,0.130467,0.339226,241.900757,0.223982,0.313474,0.594453,5,2,3:2 3:3 4:1 4:2 4:3 5:1 5:2 5:3 6:2 6:3,0/0/0/0,2,3,
144,661,17.218000,0,,0.827757,48.000000,31.000000,1.000000,4557.147365,1384.685303,498.090256,0.721566,0.461622,0.131928,0.339827,244.725464,0.226598,0.318008,0.587568,5,2,3:2 4:1 4:2 4:3 5:1 5:2 5:3 6:2 6:3,0/0/0/0,2,3,
145,663,17.343000,0,,0.799998,44.000000,30.000000,0.916667,4905.391762,1388.108154,487.718094,0.723350,0.452009,0.133527,0.341024,244.840820,0.226704,0.323073,0.583254,5,2,3:2 4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/0/0/0,2,3,
146,665,17.468000,0,,0.827597,48.000000,31.000000,1.000000,4953.429277,1389.273069,481.051753,0.723957,0.445831,0.132720,0.340059,244.411011,0.226306,0.325856,0.579714,5,2,3:2 4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/0/0/0,2,3,
147,667,17.593000,0,,0.796568,44.000000,30.000000,0.916667,4842.690430,1388.634483,475.522869,0.723624,0.440707,0.131612,0.339631,241.202148,0.223335,0.327180,0.576793,5,2,3:2 4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/0/0/0,2,3,
148,669,17.718000,0,,0.792380,44.000000,30.000000,0.916667,4720.285370,1385.050407,469.624307,0.721756,0.435240,0.128930,0.337968,239.197998,0.221480,0.326710,0.571864,5,2,3:2 4:1 4:2 4:3 5:1 5:2 5:3 6:1 6:2 6:3,0/0/0/0,2,3,
149,671,17.843000,1,14,0.820062,48.000000,31.000000,1.000000,4735.929683,1385.026502,464.681035,0.721744,0.430659,0.126828,0.336805,235.492310,0.218048,0.328568,0.579982,5,2,3:2 4:1 4:2 5:1 5:2 5:3 6:1 6:2 6:3,0/0/0/0,2,3,0.479495
150,673,17.968000,0,,0.818171,48.000000,31.000000,1.000000,4627.543873,1388.918599,458.958137,0.723772,0.425355,0.123672,0.334757,227.022339,0.210206,0.333604,0.594425,5,2,3:2 4:1 4:2 5:1 5:2 5:3 6:1 6:2 6:3,0/1/0/0,2,3,
151,675,18.093000,0,,0.817353,48.000000,31.000000,1.000000,4714.172433,1397.458628,451.099572,0.728222,0.418072,0.121086,0.332722,217.228638,0.201138,0.342922,0.611141,5,2,4:1 4:2 5:1 5:2 5:3 6:1 6:2 6:3,0/2/0/0,2,3,
152,677,18.218000,0,,0.815856,48.000000,31.000000,1.000000,5089.630134,1401.816157,443.661054,0.730493,0.411178,0.117795,0.330524,209.329346,0.193823,0.349332,0.629371,5,2,4:1 4:2 5:1 5:2 5:3 6:1 6:2 6:3,0/4/0/0,2,2,
153,679,18.343000,0,,0.815340,48.000000,31.000000,1.000000,4986.661542,1404.658407,437.250825,0.731974,0.405237,0.116147,0.329293,204.387207,0.189247,0.354378,0.640057,5,2,4:1 4:2 5:1 5:2 6:1 6:2,0/4/0/0,2,2,
154,681,18.468000,0,,0.788381,44.000000,30.000000,0.916667,4818.125482,1417.339766,427.793022,0.738582,0.396472,0.115880,0.329340,191.916626,0.177701,0.367803,0.657061,5,1,4:1 4:2 5:1 5:2 6:1 6:2,0/6/0/0,2,2,
155,683,18.578000,0,,0.819789,48.000000,31.000000,1.000000,4577.815923,1425.877009,418.898129,0.743031,0.388228,0.116134,0.329922,182.240967,0.168742,0.378305,0.669824,5,1,4:1 4:2 5:1 5:2 6:1 6:2,0/6/0/0,2,2,
156,685,18.703000,0,,0.820002,48.000000,31.000000,1.000000,5191.377804,1431.748627,409.442823,0.746091,0.379465,0.114788,0.329039,175.616943,0.162608,0.387529,0.682777,5,1,4:1 4:2 5:1 5:2 6:1 6:2,0/6/0/0,2,2,
157,687,18.812000,0,,0.821070,48.000000,31.000000,1.000000,5041.033270,1436.110588,400.380738,0.748364,0.371066,0.114247,0.328943,170.390991,0.157769,0.395749,0.694535,5,1,4:1 4:2 5:1 5:2 6:1 6:2,0/6/0/0,2,2,
158,689,18.937000,0,,0.822456,48.000000,31.000000,1.000000,5246.132935,1438.349312,390.276405,0.749531,0.361702,0.114276,0.328910,168.790405,0.156287,0.403465,0.703530,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:1 6:2,0/6/0/0,2,2,
159,691,19.047000,0,,0.822581,48.000000,31.000000,1.000000,5039.761019,1438.120768,383.663985,0.749412,0.355574,0.113961,0.328669,168.974731,0.156458,0.407591,0.707066,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:0 6:1 6:2,0/6/0/0,2,2,
160,693,19.156000,0,,0.827067,48.000000,31.000000,1.000000,4571.222091,1440.066251,369.561461,0.750425,0.342504,0.116127,0.330482,169.070068,0.156546,0.418373,0.718403,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:0 6:1 6:2,0/6/0/0,2,2,
161,695,19.281000,0,,0.833276,48.000000,31.000000,1.000000,4289.087094,1442.103264,354.986774,0.751487,0.328996,0.119366,0.333048,164.249130,0.152083,0.430088,0.732038,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:0 6:1 6:2,0/6/0/0,2,2,
162,697,19.390000,0,,0.811824,44.000000,30.000000,0.916667,4326.220538,1443.179163,335.927928,0.752048,0.311333,0.123531,0.336307,136.294525,0.126199,0.445249,0.747769,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:0 6:1 6:2,0/6/0/0,2,3,
163,699,19.515000,1,15,0.849624,48.000000,31.000000,1.000000,4439.933084,1443.634379,324.190814,0.752285,0.300455,0.124906,0.337451,122.351837,0.113289,0.454897,0.756252,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:0 6:1 6:2,0/6/2/0,3,3,0.249187
164,701,19.640000,0,,0.829639,44.000000,30.000000,0.916667,4613.119252,1444.051408,314.712136,0.752502,0.291670,0.125249,0.338018,112.242180,0.103928,0.462944,0.762520,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:0 6:1 6:2,0/6/4/0,3,3,
165,703,19.765000,0,,0.854645,48.000000,31.000000,1.000000,4661.165253,1439.625315,310.650645,0.750196,0.287906,0.122878,0.336252,113.049431,0.104675,0.463857,0.759254,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:0 6:1 6:2,0/6/4/0,3,3,
166,705,19.906000,0,,0.817051,44.000000,30.000000,0.916667,4650.131305,1431.065699,309.862234,0.745735,0.287175,0.119817,0.333705,117.429604,0.108731,0.459739,0.751848,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:0 6:1 6:2,0/6/3/0,3,2,
167,707,20.031000,0,,0.810290,44.000000,30.000000,0.916667,4882.439644,1423.469008,308.924654,0.741776,0.286306,0.117471,0.331906,120.861473,0.111909,0.456335,0.744534,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:0 6:1 6:2,0/6/3/0,2,2,
168,709,20.156000,0,,0.840814,48.000000,31.000000,1.000000,4791.770598,1425.494754,306.819835,0.742832,0.284356,0.117651,0.331962,118.725250,0.109931,0.459282,0.741047,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:0 6:1 6:2,0/6/3/0,2,2,
169,711,20.281000,0,,0.835513,48.000000,31.000000,1.000000,4903.485436,1421.602186,304.139002,0.740804,0.281871,0.115051,0.329837,120.308372,0.111397,0.459492,0.736140,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:0 6:1 6:2,0/6/2/0,2,2,
170,713,20.406000,0,,0.792232,44.000000,30.000000,0.916667,5243.860933,1413.434654,303.565228,0.736548,0.281339,0.109805,0.326005,128.941544,0.119390,0.455559,0.731422,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:0 6:1 6:2,0/5/1/0,2,2,
171,715,20.547000,0,,0.830405,48.000000,31.000000,1.000000,4741.965098,1417.238917,292.650875,0.738530,0.271224,0.109966,0.326713,119.318466,0.110480,0.467408,0.740577,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:0 6:1 6:2,0/5/3/0,2,2,
172,717,20.672000,1,16,0.833440,48.000000,31.000000,1.000000,5377.968841,1422.132879,283.428149,0.741080,0.262677,0.108102,0.326218,114.094994,0.105644,0.478418,0.749920,5,1,4:0 4:1 4:2 5:0 5:1 5:2 6:0 6:1 6:2,0/6/5/0,2,2,0.209214
173,719,20.812000,0,,0.842240,48.000000,31.000000,1.000000,5459.639131,1426.837837,274.598717,0.743532,0.254494,0.108253,0.325877,104.030113,0.096324,0.489042,0.755522,5,1,4:0 4:1 5:0 5:1 5:2 6:0 6:1 6:2,0/6/6/0,3,2,
174,721,20.937000,0,,0.842863,48.000000,31.000000,1.000000,5522.893036,1427.187922,268.941957,0.743714,0.249251,0.106406,0.324040,100.522064,0.093076,0.494513,0.757462,5,1,4:0 4:1 5:0 5:1 5:2 6:0 6:1 6:2,0/5/7/0,3,2,
175,723,21.062000,0,,0.848711,48.000000,31.000000,1.000000,5206.872712,1431.255427,260.327735,0.745834,0.241268,0.105759,0.323350,92.828041,0.085952,0.504731,0.762414,5,1,4:0 4:1 5:0 5:1 5:2 6:0 6:1 6:2,0/6/8/0,3,2,
176,725,21.187000,0,,0.852616,48.000000,31.000000,1.000000,5354.222244,1432.263901,253.030502,0.746360,0.234505,0.104769,0.322534,86.964622,0.080523,0.512212,0.766769,5,1,4:0 4:1 5:0 5:1 6:0 6:1 6:2,0/6/8/0,3,2,
177,727,21.312000,0,,0.858354,48.000000,31.000000,1.000000,5240.681912,1427.486839,244.020141,0.743870,0.226154,0.103770,0.320731,78.189018,0.072397,0.518583,0.768440,5,1,4:0 4:1 5:0 5:1 6:0 6:1,0/5/8/0,3,2,
178,729,21.437000,0,,0.857972,48.000000,31.000000,1.000000,5389.118978,1424.071541,239.742440,0.742090,0.222189,0.102189,0.318637,75.513649,0.069920,0.521127,0.765684,5,1,4:0 4:1 5:0 5:1 6:0 6:1,0/4/9/0,3,2,
