candidate_rank,frame_index,capture_time_s,used_for_calibration,selected_rank,score,num_charuco,num_aruco,corner_fraction,sharpness,centroid_u,centroid_v,centroid_u_norm,centroid_v_norm,bbox_area_norm,bbox_diag_norm,edge_margin_px,edge_margin_norm,radius_norm,corner_radius_norm_max,grid_col,grid_row,corner_grid_cells,edge_corners_lrtb,radius_bin,size_bin,selected_reprojection_mean_px
179,731,21.562000,0,,0.862469,48.000000,31.000000,1.000000,5283.495851,1421.820048,234.307880,0.740917,0.217153,0.101911,0.317873,69.513374,0.064364,0.525440,0.767184,5,1,4:0 4:1 5:0 5:1 6:0 6:1,0/4/10/0,3,2,
180,733,21.687000,1,17,0.871175,48.000000,31.000000,1.000000,5020.207821,1421.081764,226.467572,0.740532,0.209887,0.102671,0.318874,61.033096,0.056512,0.532957,0.775089,5,1,4:0 4:1 5:0 5:1 6:0 6:1,0/4/11/0,3,2,0.210622
181,735,21.812000,0,,0.854842,44.000000,30.000000,0.916667,4976.637019,1417.568057,215.601093,0.738701,0.199816,0.103934,0.320912,48.647388,0.045044,0.542382,0.786109,5,0,4:0 4:1 5:0 5:1 6:0 6:1,0/4/13/0,3,2,
182,737,21.937000,0,,0.864042,46.000000,30.000000,0.958333,5009.160268,1419.562418,214.710103,0.739741,0.198990,0.101005,0.319268,51.902306,0.048058,0.544211,0.792066,5,0,4:0 4:1 5:0 5:1 6:0 6:1,0/3/12/0,3,2,
183,739,22.062000,1,18,0.865752,46.000000,30.000000,0.958333,5101.640395,1415.453924,212.500951,0.737600,0.196942,0.100996,0.319492,49.950294,0.046250,0.544605,0.793497,5,0,4:0 4:1 5:0 5:1 6:0 6:1,0/3/13/0,3,2,0.234116
184,741,22.187000,0,,0.863695,46.000000,30.000000,0.958333,4910.668434,1403.121144,212.126117,0.731173,0.196595,0.099874,0.318493,50.158566,0.046443,0.539436,0.790482,5,0,3:1 4:0 4:1 5:0 5:1 6:0 6:1,0/2/13/0,3,2,
185,743,22.312000,0,,0.863487,46.000000,30.000000,0.958333,5120.944241,1394.992525,212.184088,0.726937,0.196649,0.099731,0.318330,50.107227,0.046396,0.535766,0.790051,5,0,3:1 4:0 4:1 5:0 5:1 6:0 6:1,0/2/13/0,3,2,
186,745,22.437000,1,19,0.882996,48.000000,31.000000,1.000000,5240.534800,1381.779015,205.781266,0.720052,0.190715,0.100667,0.319768,45.869568,0.042472,0.536805,0.793069,5,0,3:1 4:0 4:1 5:0 5:1 6:0 6:1,0/1/16/0,3,2,0.223203
187,747,22.562000,0,,0.817805,40.000000,28.000000,0.833333,5058.072856,1397.451318,217.969574,0.728219,0.202011,0.098290,0.318122,52.138069,0.048276,0.530813,0.799971,5,1,3:0 3:1 4:0 4:1 5:0 5:1 6:0 6:1,0/1/12/0,3,2,
188,749,22.672000,0,,0.865753,46.000000,30.000000,0.958333,5061.486260,1389.849214,210.615296,0.724257,0.195195,0.099445,0.318807,48.426945,0.044840,0.535159,0.798968,5,0,3:0 3:1 4:0 4:1 5:0 5:1 6:0 6:1,0/1/14/0,3,2,
189,751,22.797000,0,,0.862192,46.000000,30.000000,0.958333,5087.788776,1386.217466,213.316124,0.722364,0.197698,0.098869,0.317693,51.257545,0.047461,0.530721,0.794725,5,0,3:0 3:1 4:0 4:1 5:0 5:1 6:0 6:1,0/1/14/0,3,2,
190,753,22.906000,0,,0.817886,40.000000,28.000000,0.833333,4881.367011,1393.385513,219.624065,0.726100,0.203544,0.098620,0.317299,52.301918,0.048428,0.527271,0.798518,5,1,3:0 3:1 4:0 4:1 5:0 5:1 6:0 6:1,0/1/12/0,3,2,
191,755,23.031000,0,,0.853267,44.000000,29.000000,0.916667,4607.918481,1389.092443,216.292397,0.723863,0.200456,0.100726,0.317715,47.981342,0.044427,0.528849,0.799679,5,1,3:0 3:1 4:0 4:1 5:0 5:1 6:0 6:1,0/0/12/0,3,2,
192,757,23.140000,0,,0.829006,42.000000,28.000000,0.875000,4313.971514,1378.705933,226.398956,0.718450,0.209823,0.099506,0.315916,57.993919,0.053698,0.513660,0.797126,5,1,3:0 3:1 4:0 4:1 5:0 5:1 6:0 6:1,0/0/10/0,3,2,
193,759,23.250000,0,,0.833465,42.000000,28.000000,0.875000,3940.639624,1369.756397,228.790792,0.713787,0.212040,0.101657,0.317270,55.738762,0.051610,0.507200,0.796811,4,1,3:0 3:1 4:0 4:1 5:0 5:1 6:1,0/0/10/0,3,2,
194,761,23.359000,0,,0.832498,42.000000,28.000000,0.875000,4068.287885,1358.513300,235.558634,0.707928,0.218312,0.103076,0.317977,58.185955,0.053876,0.495141,0.790791,4,1,3:0 3:1 4:0 4:1 5:0 5:1 6:1,0/0/10/0,3,2,
195,763,23.468000,0,,0.834960,42.000000,28.000000,0.875000,4244.478712,1354.497995,239.089926,0.705835,0.221585,0.104730,0.319574,57.664848,0.053393,0.489660,0.790348,4,1,3:0 3:1 4:0 4:1 5:0 5:1 6:1,0/0/10/0,3,2,
196,765,23.593000,0,,0.778357,40.000000,27.000000,0.833333,4147.857494,1345.904630,246.084748,0.701357,0.228067,0.096310,0.313911,87.845329,0.081338,0.478523,0.737630,4,1,3:0 3:1 4:0 4:1 5:0 5:1 6:1,0/0/8/0,2,2,
197,767,23.703000,0,,0.768690,40.000000,27.000000,0.833333,4089.248085,1340.373685,252.895618,0.698475,0.234380,0.094690,0.312193,96.809647,0.089639,0.468928,0.733181,4,1,3:0 3:1 4:0 4:1 5:0 5:1,0/0/8/0,2,2,
198,769,23.828000,1,20,0.836139,42.000000,28.000000,0.875000,4637.505197,1343.873204,253.097746,0.700299,0.234567,0.106681,0.320852,59.243679,0.054855,0.470264,0.789607,4,1,3:0 3:1 4:0 4:1 5:0 5:1,0/0/10/0,3,2,0.221001
199,771,23.953000,0,,0.742758,40.000000,27.000000,0.833333,4960.439988,1330.010190,264.303337,0.693075,0.244952,0.088713,0.308067,119.599022,0.110740,0.452388,0.728766,4,1,3:0 3:1 4:0 4:1 5:0 5:1,0/0/8/0,2,2,
200,773,24.078000,0,,0.749404,40.000000,27.000000,0.833333,5269.102048,1328.536990,261.571793,0.692307,0.242421,0.089031,0.309610,113.692116,0.105270,0.454597,0.739965,4,1,3:0 3:1 4:0 4:1 5:0 5:1,0/0/8/0,2,2,
201,775,24.203000,0,,0.763761,40.000000,27.000000,0.833333,5458.418888,1330.265326,257.065260,0.693208,0.238244,0.091433,0.312448,101.929276,0.094379,0.460099,0.754581,4,1,3:0 3:1 4:0 4:1 5:0 5:1,0/0/8/0,3,2,
202,777,24.328000,0,,0.770918,40.000000,27.000000,0.833333,5627.919589,1327.360370,253.504385,0.691694,0.234944,0.092150,0.313076,94.990456,0.087954,0.462604,0.760451,4,1,3:0 3:1 4:0 4:1 5:0 5:1,0/0/8/0,3,2,
203,779,24.453000,0,,0.774482,40.000000,27.000000,0.833333,5633.433456,1327.119818,251.353556,0.691568,0.232950,0.092566,0.313321,91.761955,0.084965,0.464788,0.764041,4,1,3:0 3:1 4:0 4:1 5:0 5:1,0/0/8/0,3,2,
204,781,24.578000,0,,0.774423,40.000000,27.000000,0.833333,5733.486625,1328.186627,251.907449,0.692124,0.233464,0.092545,0.313202,91.960831,0.085149,0.464658,0.764848,4,1,3:0 3:1 4:0 4:1 5:0 5:1,0/0/8/0,3,2,
205,783,24.718000,0,,0.772145,40.000000,27.000000,0.833333,5534.168479,1325.824435,250.987179,0.690893,0.232611,0.091906,0.312610,93.427971,0.086507,0.464623,0.762683,4,1,3:0 3:1 4:0 4:1 5:0 5:1,0/0/8/0,3,2,
206,785,24.859000,0,,0.773498,40.000000,27.000000,0.833333,5064.327687,1316.416158,247.284826,0.685991,0.229180,0.092558,0.312718,92.277634,0.085442,0.464621,0.760203,4,1,3:0 3:1 4:0 4:1 5:0 5:1,0/0/8/0,3,2,
207,787,25.000000,0,,0.770383,40.000000,27.000000,0.833333,4591.175690,1296.165071,246.423027,0.675438,0.228381,0.093382,0.311274,93.876778,0.086923,0.457286,0.740592,4,1,3:0 3:1 4:0 4:1 5:0 5:1,0/0/8/0,2,2,
208,789,25.140000,0,,0.750968,36.000000,26.000000,0.750000,4561.556018,1283.761115,250.520710,0.668974,0.232179,0.097337,0.313594,85.739563,0.079388,0.447840,0.729847,4,1,3:0 3:1 4:0 4:1 5:0 5:1,0/0/8/0,2,2,
209,791,25.281000,0,,0.793555,40.000000,27.000000,0.833333,4133.960937,1268.921712,246.837471,0.661241,0.228765,0.103389,0.318459,75.021118,0.069464,0.446245,0.712306,4,1,3:0 3:1 4:0 4:1 5:0 5:1,0/0/8/0,2,2,
210,793,25.422000,0,,0.784109,39.000000,26.000000,0.812500,4051.309546,1257.168409,254.844700,0.655116,0.236186,0.105389,0.318955,76.266373,0.070617,0.432802,0.687207,4,1,3:0 3:1 4:0 4:1 5:0 5:1 5:2,0/0/6/0,2,2,
211,795,25.562000,0,,0.794660,39.000000,26.000000,0.812500,3903.058182,1244.202396,253.571443,0.648360,0.235006,0.110008,0.323286,67.628265,0.062619,0.429494,0.673517,4,1,3:0 3:1 4:0 4:1 5:0 5:1 5:2,0/0/6/0,2,2,
212,797,25.687000,0,,0.740197,33.000000,24.000000,0.687500,3733.810994,1241.182713,261.929273,0.646786,0.242752,0.108717,0.324101,78.628319,0.072804,0.418862,0.669754,4,1,3:0 3:1 4:0 4:1 5:0 5:1 5:2,0/0/6/0,2,2,
213,799,25.828000,0,,0.744782,33.000000,24.000000,0.687500,3565.624613,1233.312883,258.257568,0.642685,0.239349,0.110624,0.325108,73.785179,0.068320,0.420233,0.659060,4,1,3:0 3:1 4:0 4:1 5:0 5:1 5:2,0/0/6/0,2,2,
214,801,25.953000,0,,0.819530,39.000000,26.000000,0.812500,3607.019417,1235.460775,238.971869,0.643804,0.221475,0.118061,0.332761,58.810703,0.054454,0.443296,0.724945,4,1,3:0 3:1 4:0 4:1 5:0 5:1 5:2,0/0/8/0,2,2,
215,803,26.093000,0,,0.810347,39.000000,26.000000,0.812500,3865.413934,1229.032402,242.125919,0.640455,0.224398,0.118462,0.332945,67.949295,0.062916,0.437456,0.707291,4,1,3:0 3:1 4:0 4:1 5:0 5:1 5:2,0/0/8/0,2,2,
216,805,26.234000,0,,0.790377,37.000000,25.000000,0.770833,3971.530588,1228.717095,255.027981,0.640290,0.236356,0.118721,0.331977,71.834793,0.066514,0.422350,0.689148,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1 5:2,0/0/6/0,2,2,
217,807,26.359000,0,,0.761059,33.000000,24.000000,0.687500,3953.007233,1220.681345,262.599218,0.636103,0.243373,0.119494,0.331949,71.348412,0.066063,0.410808,0.679011,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1 5:2,0/0/6/0,2,2,
218,809,26.484000,0,,0.751794,33.000000,24.000000,0.687500,4250.789500,1209.982477,267.553477,0.630528,0.247964,0.117882,0.328858,77.266266,0.071543,0.401396,0.661509,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1 5:2,0/0/5/0,2,2,
219,811,26.625000,0,,0.772134,37.000000,25.000000,0.770833,4615.150611,1195.882789,266.500457,0.623180,0.246988,0.116785,0.326814,83.809929,0.077602,0.397965,0.645725,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1 5:2,0/0/4/0,2,2,
220,813,26.750000,0,,0.774581,37.000000,25.000000,0.770833,4983.777673,1193.489796,266.351311,0.621933,0.246850,0.118324,0.327801,81.988724,0.075915,0.397373,0.639478,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1 5:2,0/0/5/0,2,2,
221,815,26.875000,0,,0.780968,37.000000,25.000000,0.770833,5053.773721,1192.860205,262.589775,0.621605,0.243364,0.120470,0.330289,77.278297,0.071554,0.401621,0.639430,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1 5:2,0/0/5/0,2,3,
222,817,27.015000,0,,0.751092,32.000000,23.000000,0.666667,5069.891107,1200.862215,271.924816,0.625775,0.252016,0.123083,0.333288,72.773285,0.067383,0.393232,0.637741,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/4/0,2,3,
223,819,27.140000,0,,0.776247,36.000000,24.000000,0.750000,5186.417762,1190.068119,267.992829,0.620150,0.248371,0.123382,0.332877,76.054062,0.070420,0.394342,0.625311,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/4/0,2,3,
224,821,27.281000,0,,0.818614,38.000000,25.000000,0.791667,5303.415562,1188.115189,265.880464,0.619132,0.246414,0.129835,0.338305,58.271221,0.053955,0.396229,0.663748,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/5/0,2,3,
225,823,27.406000,0,,0.811085,38.000000,25.000000,0.791667,5872.836779,1184.585697,270.676190,0.617293,0.250858,0.128929,0.337117,64.810440,0.060010,0.389434,0.654964,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/4/0,2,3,
226,825,27.531000,0,,0.813205,38.000000,25.000000,0.791667,5676.240267,1186.576745,267.024185,0.618331,0.247474,0.128698,0.336379,62.430962,0.057806,0.394390,0.658831,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/5/0,2,3,
227,827,27.656000,0,,0.817692,38.000000,25.000000,0.791667,5336.530307,1193.709090,262.765374,0.622047,0.243527,0.129425,0.337209,59.075989,0.054700,0.401682,0.665260,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/5/0,2,3,
228,829,27.781000,0,,0.815376,38.000000,25.000000,0.791667,6116.082757,1199.159364,260.504091,0.624888,0.241431,0.128089,0.335054,60.003399,0.055559,0.406091,0.666041,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/6/0,2,3,
229,831,27.906000,0,,0.811127,38.000000,25.000000,0.791667,5975.004246,1197.644881,260.016907,0.624098,0.240980,0.126438,0.332579,62.177265,0.057572,0.406182,0.663040,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/6/0,2,3,
230,833,28.031000,0,,0.775463,34.000000,24.000000,0.708333,6631.224233,1201.072538,267.538447,0.625885,0.247950,0.124348,0.329255,66.255287,0.061347,0.398437,0.658623,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/6/0,2,3,
231,835,28.156000,0,,0.804006,38.000000,25.000000,0.791667,6521.677142,1194.807122,261.221558,0.622620,0.242096,0.124288,0.329161,66.671043,0.061732,0.403857,0.657119,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/6/0,2,3,
232,837,28.281000,0,,0.810146,38.000000,25.000000,0.791667,6557.227617,1193.808558,259.149485,0.622099,0.240176,0.126080,0.331522,62.628284,0.057989,0.405997,0.661895,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/6/0,2,3,
233,839,28.406000,0,,0.807274,38.000000,25.000000,0.791667,6657.283443,1194.698331,260.033677,0.622563,0.240995,0.125313,0.330461,64.598541,0.059813,0.405229,0.659455,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/6/0,2,3,
234,841,28.531000,0,,0.811733,38.000000,25.000000,0.791667,6399.816942,1198.322858,258.227556,0.624452,0.239321,0.126418,0.331954,61.570477,0.057010,0.408514,0.664136,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/7/0,2,3,
235,843,28.672000,0,,0.814024,38.000000,25.000000,0.791667,6588.874254,1201.541441,256.030538,0.626129,0.237285,0.126711,0.332297,59.715595,0.055292,0.412135,0.667353,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/7/0,2,3,
236,845,28.812000,0,,0.818858,38.000000,25.000000,0.791667,6483.768314,1199.550328,253.697738,0.625091,0.235123,0.127849,0.333872,56.100163,0.051945,0.414265,0.671227,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/7/0,2,3,
237,846,28.906000,0,,0.814748,38.000000,25.000000,0.791667,6454.891949,1199.215380,256.466365,0.624917,0.237689,0.127261,0.333083,59.586044,0.055172,0.410880,0.666799,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/7/0,2,3,
238,847,29.000000,0,,0.812128,38.000000,25.000000,0.791667,6472.334304,1198.345390,258.265049,0.624463,0.239356,0.126833,0.332538,61.689976,0.057120,0.408476,0.663826,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/6/0,2,3,
239,849,29.140000,0,,0.814263,38.000000,25.000000,0.791667,6386.589466,1196.607025,258.294954,0.623558,0.239384,0.127843,0.334149,60.719463,0.056222,0.407891,0.664407,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/6/0,2,3,
240,851,29.281000,0,,0.813789,38.000000,25.000000,0.791667,6390.543134,1200.062690,257.815420,0.625358,0.238939,0.127495,0.333660,60.889023,0.056379,0.409555,0.665100,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/6/0,2,3,
241,853,29.422000,1,21,0.785162,34.000000,24.000000,0.708333,6411.321012,1203.785630,262.683198,0.627298,0.243451,0.127016,0.333055,59.710033,0.055287,0.405025,0.666746,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/6/0,2,3,0.202810
242,855,29.562000,0,,0.814952,38.000000,25.000000,0.791667,6213.417490,1199.845510,255.980247,0.625245,0.237238,0.127279,0.333589,59.336128,0.054941,0.411655,0.666724,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/6/0,2,3,
243,857,29.687000,0,,0.813380,38.000000,25.000000,0.791667,5406.522229,1196.020315,260.083702,0.623252,0.241041,0.128404,0.336142,62.199394,0.057592,0.405587,0.661325,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/6/0,2,3,
244,859,29.828000,0,,0.818540,38.000000,25.000000,0.791667,4567.621185,1190.476765,262.693440,0.620363,0.243460,0.131369,0.341974,60.379967,0.055907,0.400749,0.660958,4,1,3:0 3:1 4:0 4:1 4:2 5:0 5:1 5:2,0/0/5/0,2,3,
245,861,29.953000,1,22,0.830106,39.000000,26.000000,0.812500,3708.972282,1178.032640,259.579481,0.613878,0.240574,0.132056,0.345145,56.421833,0.052242,0.400675,0.663201,4,1,2:1 3:0 3:1 4:0 4:1 4:2 5:0 5:1 5:2,0/0/6/0,2,3,0.330085
246,863,30.078000,0,,0.800069,39.000000,26.000000,0.812500,3983.343320,1158.098717,258.300010,0.603491,0.239388,0.123016,0.338692,77.128716,0.071415,0.396557,0.646958,4,1,2:1 3:0 3:1 4:0 4:1 4:2 5:0 5:1 5:2,0/0/6/0,2,3,
247,865,30.203000,0,,0.779000,39.000000,26.000000,0.812500,3870.477906,1150.583695,261.476107,0.599575,0.242332,0.114815,0.331459,92.345139,0.085505,0.390661,0.655068,4,1,2:1 3:0 3:1 4:0 4:1 4:2 5:0 5:1 5:2,0/0/6/0,2,2,
248,867,30.343000,0,,0.814385,41.000000,27.000000,0.854167,3810.935991,1127.961171,258.070092,0.587786,0.239175,0.117868,0.332501,71.300682,0.066019,0.389194,0.659322,4,1,2:0 2:1 3:0 3:1 4:0 4:1 4:2 5:0 5:1 5:2,0/0/7/0,2,2,
249,869,30.468000,1,23,0.833918,43.000000,28.000000,0.895833,4326.904774,1118.261705,257.169914,0.582731,0.238341,0.118227,0.330816,63.642357,0.058928,0.388098,0.649846,4,1,2:0 2:1 3:0 3:1 4:0 4:1 4:2 5:0 5:1 5:2,0/0/7/0,2,2,0.204499
250,871,30.593000,0,,0.836087,44.000000,29.000000,0.916667,4483.104755,1102.873032,256.382918,0.574712,0.237612,0.116302,0.328707,66.796745,0.061849,0.385823,0.648421,4,1,2:0 2:1 3:0 3:1 4:0 4:1 4:2 5:0 5:1,0/0/8/0,2,2,
251,873,30.718000,0,,0.832406,44.000000,29.000000,0.916667,4500.095689,1091.291680,260.732822,0.568677,0.241643,0.114813,0.327390,69.493103,0.064345,0.378061,0.650518,3,1,2:0 2:1 3:0 3:1 4:0 4:1 4:2,0/0/8/0,2,2,
252,875,30.843000,1,24,0.851744,46.000000,30.000000,0.958333,4369.924955,1074.540521,262.329918,0.559948,0.243123,0.116621,0.328702,64.929718,0.060120,0.373040,0.643235,3,1,2:0 2:1 3:0 3:1 3:2 4:0 4:1 4:2,0/0/8/0,2,2,0.258340
253,877,30.984000,0,,0.835461,46.000000,30.000000,0.958333,4249.674627,1058.151476,274.046450,0.551408,0.253982,0.114023,0.326929,80.006653,0.074080,0.355437,0.634513,3,1,2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1 4:2,0/0/6/0,2,2,
254,879,31.109000,0,,0.795303,42.000000,29.000000,0.875000,4384.013257,1038.765282,283.833011,0.541306,0.263052,0.112958,0.326451,89.965363,0.083301,0.340149,0.621589,3,1,2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1 4:2,0/0/6/0,2,2,
255,881,31.250000,0,,0.820603,46.000000,30.000000,0.958333,4781.693434,1016.622536,287.716674,0.529767,0.266651,0.113337,0.327648,94.442589,0.087447,0.332679,0.615604,3,1,2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1 4:2,0/0/6/0,2,2,
256,883,31.375000,0,,0.754719,38.000000,28.000000,0.791667,4131.333047,995.399372,311.992486,0.518707,0.289150,0.113148,0.328085,101.433609,0.093920,0.299359,0.602839,3,1,2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1 4:2,0/0/4/0,2,2,
257,885,31.500000,0,,0.801482,46.000000,30.000000,0.958333,4105.289662,969.416926,304.841457,0.505168,0.282522,0.112622,0.327579,111.897789,0.103609,0.307647,0.584043,3,1,2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1 4:2,0/0/6/0,2,2,
258,887,31.640000,0,,0.786256,46.000000,30.000000,0.958333,4375.346027,946.699735,315.712236,0.493330,0.292597,0.110639,0.326048,125.102585,0.115836,0.293464,0.567456,3,1,2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1 4:2,0/0/4/0,2,2,
259,889,31.765000,0,,0.804375,48.000000,31.000000,1.000000,4761.919118,921.328922,312.477398,0.480109,0.289599,0.111974,0.327766,126.980072,0.117574,0.298879,0.589246,3,1,2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1 4:2,0/0/2/0,2,2,
260,891,31.906000,0,,0.789829,46.000000,30.000000,0.958333,4826.730685,915.754015,322.075762,0.477204,0.298495,0.114740,0.330347,126.955704,0.117552,0.286789,0.565659,3,1,2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1 4:2,0/0/2/0,2,2,
261,893,32.031000,0,,0.814908,48.000000,31.000000,1.000000,5481.933541,893.669857,315.340718,0.465696,0.292253,0.117766,0.332246,121.766861,0.112747,0.297777,0.583010,3,1,2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1 4:2,0/0/3/0,2,2,
262,895,32.172000,0,,0.804472,46.000000,30.000000,0.958333,5306.730115,897.821489,322.663278,0.467859,0.299039,0.119342,0.332671,117.136421,0.108460,0.287813,0.573327,3,1,2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1 4:2,0/0/3/0,2,2,
263,897,32.297000,0,,0.823051,46.000000,30.000000,0.958333,4744.355556,884.926512,313.274387,0.461139,0.290338,0.122977,0.336171,102.281059,0.094705,0.301557,0.589605,3,1,2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1 4:2,0/0/5/0,2,3,
264,899,32.422000,0,,0.840783,46.000000,30.000000,0.958333,4133.097350,870.980195,304.987344,0.453872,0.282657,0.126576,0.339520,88.288933,0.081749,0.314215,0.604998,3,1,2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1 4:2,0/0/5/0,2,3,
265,901,32.562000,0,,0.822727,41.000000,28.000000,0.854167,4147.681664,852.071722,297.396734,0.444019,0.275623,0.130441,0.343598,73.727882,0.068267,0.327045,0.619647,3,1,1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1 4:2,0/0/6/0,2,3,
266,903,32.703000,0,,0.877066,46.000000,30.000000,0.958333,4725.145811,821.221144,288.479572,0.427942,0.267358,0.134538,0.347182,60.224838,0.055764,0.344426,0.634279,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2 4:0 4:1,0/0/7/0,2,3,
267,904,32.797000,1,25,0.882952,46.000000,30.000000,0.958333,5079.204329,808.972189,285.430298,0.421559,0.264532,0.135709,0.348217,55.491669,0.051381,0.350993,0.639140,2,1,1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2 4:1,0/0/7/0,2,3,0.331623
268,906,32.937000,0,,0.810531,40.000000,28.000000,0.833333,4358.178700,804.166885,289.005906,0.419055,0.267846,0.127838,0.342039,74.275917,0.068774,0.347700,0.612088,2,1,1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2 4:1,0/0/6/0,2,3,
269,907,33.031000,0,,0.852849,44.000000,29.000000,0.916667,4730.134180,771.429569,275.888972,0.401996,0.255690,0.129853,0.344464,63.438385,0.058739,0.372270,0.626740,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1,0/0/6/0,2,3,
270,909,33.172000,1,26,0.801601,36.000000,27.000000,0.750000,4367.847361,754.182576,286.773962,0.393008,0.265778,0.130258,0.345502,56.840759,0.052630,0.364163,0.636563,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1,0/0/5/0,2,3,0.384884
271,911,33.312000,1,27,0.856370,44.000000,29.000000,0.916667,4460.520008,727.356083,270.356201,0.379029,0.250562,0.130490,0.345853,61.228584,0.056693,0.392055,0.633386,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1,0/0/7/0,2,3,0.353336
272,912,33.406000,0,,0.854755,44.000000,29.000000,0.916667,4713.327987,718.500480,273.209591,0.374414,0.253206,0.130739,0.345956,63.385883,0.058691,0.391609,0.631580,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1,0/0/7/0,2,3,
273,914,33.547000,0,,0.807178,39.000000,27.000000,0.812500,4882.387952,707.894597,298.690910,0.368887,0.276822,0.129530,0.344593,73.646736,0.068191,0.366057,0.620598,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1,0/0/4/0,2,3,
274,916,33.687000,0,,0.836857,44.000000,29.000000,0.916667,4817.382689,685.401142,285.686715,0.357166,0.264770,0.128584,0.343570,80.016411,0.074089,0.389191,0.616278,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1,0/0/6/0,2,3,
275,918,33.828000,1,28,0.884519,46.000000,30.000000,0.958333,4642.000475,676.326903,280.030312,0.352437,0.259528,0.137319,0.351365,55.319050,0.051221,0.399003,0.634893,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1,0/0/6/0,2,3,0.311798
276,920,33.968000,1,29,0.854681,42.000000,29.000000,0.875000,5223.328123,662.950773,289.747644,0.345467,0.268533,0.136468,0.351416,54.940926,0.050871,0.393592,0.635763,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1,0/0/5/0,2,3,0.210820
277,922,34.109000,0,,0.833714,42.000000,29.000000,0.875000,5063.182007,655.302092,275.576644,0.341481,0.255400,0.127881,0.344689,75.893402,0.070272,0.412207,0.677367,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1,0/0/6/0,2,3,
278,924,34.250000,0,,0.818927,40.000000,28.000000,0.833333,5178.934965,636.395335,272.580753,0.331629,0.252623,0.127257,0.344896,70.357574,0.065146,0.423188,0.652887,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1,0/0/6/0,2,3,
279,926,34.390000,0,,0.828702,40.000000,28.000000,0.833333,4630.997525,628.526827,262.638648,0.327528,0.243409,0.127183,0.346009,60.864502,0.056356,0.437231,0.669849,2,1,1:0 1:1 1:2 2:0 2:1 3:0 3:1,0/0/7/0,2,3,
