frame,wall_ms,mode,success,message,det_valid,det_tracking,det_stable,det_corners,pose_corners,num_points,num_inliers,mean_err,max_err,confidence,persistent_count
17,84.6,TRACKING,1,Pose estimation successful.,1,0,0,33,28,28,28,0.212,0.615,0.939,28
18,85.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.145,0.367,0.985,35
19,85.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.153,0.364,0.985,35
20,85.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.186,0.535,0.981,35
21,87.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.178,0.351,0.982,35
22,85.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.185,0.553,0.982,35
23,87.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.127,0.349,0.987,35
24,86.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.180,0.522,0.982,35
25,87.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.148,0.270,0.985,35
26,85.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.199,0.570,0.980,35
27,85.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.241,0.575,0.976,35
28,84.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.201,0.444,0.980,35
29,85.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.224,0.459,0.978,35
30,85.9,TRACKING,1,Pose estimated from persistent correspondences after: No valid decoded patches.,1,1,0,34,34,34,34,0.419,0.937,0.814,35
31,85.6,TRACKING,1,Pose estimated from persistent correspondences after: No valid decoded patches.,1,1,0,31,31,31,31,0.330,0.625,0.822,35
32,87.3,TRACKING,1,Pose estimation successful.,1,0,0,33,28,28,28,0.213,0.856,0.939,28
33,84.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.152,0.375,0.985,35
34,84.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.165,0.395,0.983,35
35,84.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.139,0.330,0.986,35
36,83.5,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.218,0.476,0.978,35
37,84.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.220,0.713,0.978,35
38,84.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.158,0.321,0.984,35
39,85.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.267,0.544,0.973,35
40,84.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.262,0.573,0.974,35
41,85.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.232,0.534,0.977,35
42,85.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.215,0.440,0.979,35
43,86.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.229,0.436,0.977,35
44,85.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.256,0.652,0.974,35
45,83.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.289,0.698,0.971,35
46,84.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.318,1.028,0.968,35
47,85.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.302,0.501,0.970,35
48,86.8,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.233,0.481,0.977,35
49,84.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.239,0.581,0.976,35
50,85.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.218,0.453,0.978,35
51,85.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.288,0.520,0.971,35
52,84.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.177,0.395,0.982,35
53,83.5,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.211,0.423,0.979,35
54,84.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.206,0.492,0.979,35
55,85.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.244,0.740,0.976,35
56,85.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.276,0.747,0.972,35
57,85.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.257,0.622,0.974,35
58,86.8,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.336,0.791,0.966,35
59,83.7,TRACKING,1,Pose estimation successful.,1,0,0,28,7,7,7,0.279,0.369,0.512,35
60,95.2,TRACKING,1,Pose estimated from persistent correspondences after: No valid decoded patches.,1,1,0,31,31,31,31,0.309,0.645,0.824,35
61,84.6,TRACKING,1,Pose estimated from persistent correspondences after: No valid decoded patches.,1,1,0,31,31,31,31,0.327,0.799,0.822,35
62,90.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.380,1.211,0.962,35
63,87.6,TRACKING,1,Pose estimated from persistent correspondences after: No valid decoded patches.,1,1,0,29,29,29,29,0.351,0.665,0.803,35
64,84.4,TRACKING,1,Pose estimated from persistent correspondences after: No valid decoded patches.,1,1,0,29,29,29,29,0.260,0.669,0.811,35
65,99.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.591,1.087,0.941,35
66,84.1,TRACKING,1,Pose estimated from persistent correspondences after: No valid decoded patches.,1,1,0,20,20,20,20,1.083,2.576,0.588,35
67,77.8,RECOVERING,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,35
68,73.6,RECOVERING,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,35
69,71.2,RECOVERING,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,35
70,70.9,RECOVERING,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,35
71,72.9,RECOVERING,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,35
72,74.1,RECOVERING,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,35
73,75.0,RECOVERING,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,35
74,73.4,RECOVERING,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,35
75,75.7,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
76,72.0,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
77,76.1,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
78,76.2,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
79,74.4,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
80,75.8,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
81,74.2,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
82,74.3,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
83,74.3,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
84,72.3,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
85,71.8,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
86,73.3,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
87,70.6,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
88,72.5,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
89,72.2,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
90,72.6,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
91,77.6,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
92,73.2,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
93,74.3,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
94,74.6,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
95,72.0,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
96,71.7,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
97,73.3,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
98,70.6,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
99,74.8,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
100,73.2,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
101,77.1,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
102,74.6,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
103,71.7,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
104,77.4,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
105,75.2,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
106,75.9,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
107,77.6,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
108,77.8,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
109,78.1,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
110,78.2,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
111,75.5,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
112,76.3,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
113,76.4,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
114,75.4,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
115,76.0,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
116,80.2,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
117,76.8,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
118,78.2,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
119,76.9,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
120,77.7,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
121,72.2,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
122,70.0,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
123,73.1,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
124,71.2,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
125,75.9,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
126,71.4,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
127,70.8,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
128,73.4,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
129,74.2,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
130,73.1,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
131,73.1,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
132,71.2,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
133,78.2,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
134,74.7,LOST,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,0
135,81.0,LOST,0,No valid decoded patches.,1,0,0,14,0,0,0,-1.000,-1.000,0.000,0
136,87.9,LOST,0,No valid decoded patches.,1,0,0,19,0,0,0,-1.000,-1.000,0.000,0
137,85.3,LOST,0,No valid decoded patches.,1,0,0,18,0,0,0,-1.000,-1.000,0.000,0
138,97.9,LOST,0,No valid decoded patches.,1,1,0,25,0,0,0,-1.000,-1.000,0.000,0
139,85.0,LOST,0,No valid decoded patches.,1,1,0,25,0,0,0,-1.000,-1.000,0.000,0
140,104.0,LOST,0,Too few correspondences: 3.,1,1,0,30,0,3,0,-1.000,-1.000,0.000,0
141,99.3,LOST,0,Too few correspondences: 3.,1,1,0,30,0,3,0,-1.000,-1.000,0.000,0
142,98.5,LOST,0,Too few correspondences: 3.,1,1,0,30,0,3,0,-1.000,-1.000,0.000,0
143,99.8,LOST,0,Too few correspondences: 5.,1,1,0,30,0,5,0,-1.000,-1.000,0.000,0
144,100.2,TRACKING,1,Pose estimation successful.,1,1,0,30,18,18,18,0.118,0.199,0.748,18
145,100.6,TRACKING,1,Pose estimation successful.,1,1,0,30,18,18,18,0.137,0.284,0.746,18
146,99.6,TRACKING,1,Pose estimation successful.,1,1,0,30,18,18,18,0.118,0.180,0.748,18
147,101.1,TRACKING,1,Pose estimation successful.,1,1,0,30,18,18,18,0.125,0.272,0.748,18
148,89.4,TRACKING,1,Pose estimated from persistent correspondences after: No valid decoded patches.,1,0,0,35,13,13,13,0.287,0.650,0.537,18
149,88.8,TRACKING,1,Pose estimated from persistent correspondences after: No valid decoded patches.,1,1,0,35,13,13,13,0.196,0.371,0.544,18
150,89.9,TRACKING,1,"Pose estimated with merged fresh+persistent correspondences (3 fresh, 14 total).",1,1,0,35,11,14,11,0.226,0.353,0.597,18
151,93.2,TRACKING,1,"Pose estimated from persistent correspondences after: Reprojection error too high (mean=40.373, max=58.380).",1,1,0,35,13,13,13,0.228,0.363,0.542,18
152,94.3,TRACKING,1,"Pose estimated from persistent correspondences after: Reprojection error too high (mean=38.945, max=56.998).",1,1,0,35,13,13,13,0.175,0.388,0.546,18
153,93.5,TRACKING,1,"Pose estimated from persistent correspondences after: Reprojection error too high (mean=39.237, max=58.021).",1,1,1,35,13,13,13,0.189,0.335,0.545,18
154,92.3,TRACKING,1,Pose estimation successful.,1,1,0,35,16,18,16,0.102,0.274,0.710,16
155,92.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.138,0.312,0.986,35
156,91.8,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.131,0.263,0.987,35
157,90.8,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.382,0.731,0.962,35
158,89.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.346,0.783,0.965,35
159,91.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.211,0.393,0.979,35
160,90.5,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.234,0.509,0.977,35
161,89.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.260,0.658,0.974,35
162,86.5,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.131,0.298,0.987,35
163,88.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.130,0.343,0.987,35
164,89.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.137,0.290,0.986,35
165,92.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.184,0.363,0.982,35
166,87.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.157,0.440,0.984,35
167,87.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.122,0.245,0.988,35
168,88.5,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.117,0.265,0.988,35
169,86.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.169,0.520,0.983,35
170,85.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.140,0.334,0.986,35
171,85.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.172,0.697,0.983,35
172,88.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.265,0.568,0.974,35
173,85.1,TRACKING,1,Pose estimated from persistent correspondences after: No valid decoded patches.,1,1,0,31,31,31,31,0.285,0.652,0.826,35
174,84.7,TRACKING,1,Pose estimated from persistent correspondences after: No valid decoded patches.,1,1,0,31,31,31,31,0.371,0.777,0.818,35
175,85.0,TRACKING,1,Pose estimation successful.,1,0,0,33,32,32,32,0.209,0.810,0.979,32
176,87.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.227,0.608,0.977,35
177,85.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.244,0.511,0.976,35
178,84.8,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.214,0.474,0.979,35
179,85.8,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.156,0.300,0.984,35
180,87.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.234,0.542,0.977,35
181,86.5,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.251,0.589,0.975,35
182,85.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.317,0.736,0.968,35
183,87.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.307,0.659,0.969,35
184,85.5,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.268,0.646,0.973,35
185,84.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.212,0.486,0.979,35
186,85.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.254,0.608,0.975,35
187,84.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.158,0.353,0.984,35
188,87.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.196,0.459,0.980,35
189,88.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.192,0.382,0.981,35
190,86.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.123,0.253,0.988,35
191,84.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.149,0.341,0.985,35
192,85.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.150,0.284,0.985,35
193,85.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.156,0.325,0.984,35
194,87.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.157,0.333,0.984,35
195,86.5,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.176,0.463,0.982,35
196,85.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.209,0.435,0.979,35
197,86.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.142,0.386,0.986,35
198,86.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.127,0.295,0.987,35
199,86.1,TRACKING,1,Pose estimation successful.,1,1,1,35,35,35,35,0.152,0.285,0.985,35
200,84.5,TRACKING,1,Pose estimation successful.,1,1,0,35,34,34,34,0.141,0.386,0.986,34
201,85.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.118,0.207,0.988,35
202,86.7,TRACKING,1,Pose estimation successful.,1,1,0,35,34,34,34,0.162,0.511,0.984,34
203,85.2,TRACKING,1,Pose estimation successful.,1,1,0,35,34,34,34,0.169,0.433,0.983,34
204,84.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.140,0.407,0.986,35
205,86.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.754,1.978,0.925,35
206,86.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.162,0.466,0.984,35
207,86.8,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.140,0.320,0.986,35
208,86.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.107,0.236,0.989,35
209,88.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.120,0.298,0.988,35
210,89.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.137,0.443,0.986,35
211,88.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.149,0.364,0.985,35
212,87.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.149,0.291,0.985,35
213,87.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.226,0.680,0.977,35
214,86.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.226,0.541,0.977,35
215,88.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.183,0.441,0.982,35
216,86.5,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.187,0.491,0.981,35
217,88.8,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.280,0.687,0.972,35
218,88.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.152,0.412,0.985,35
219,86.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.163,0.325,0.984,35
220,88.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.111,0.293,0.989,35
221,87.5,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.136,0.366,0.986,35
222,86.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.164,0.356,0.984,35
223,86.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.144,0.404,0.986,35
224,86.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.152,0.312,0.985,35
225,86.7,TRACKING,1,Pose estimation successful.,1,1,1,35,35,35,35,0.173,0.376,0.983,35
226,86.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.113,0.243,0.989,35
227,87.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.155,0.311,0.985,35
228,86.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.190,0.413,0.981,35
229,88.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.154,0.323,0.985,35
230,87.0,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.137,0.371,0.986,35
231,86.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.138,0.279,0.986,35
232,86.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.150,0.309,0.985,35
233,86.3,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.138,0.343,0.986,35
234,87.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.201,0.473,0.980,35
235,88.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.189,0.398,0.981,35
236,86.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.158,0.309,0.984,35
237,86.8,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.189,0.443,0.981,35
238,87.8,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.177,0.426,0.982,35
239,87.2,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.153,0.290,0.985,35
240,86.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.305,0.630,0.970,35
241,87.2,TRACKING,1,Pose estimated from persistent correspondences after: No valid decoded patches.,1,1,0,31,31,31,31,0.332,0.711,0.822,35
242,84.9,TRACKING,1,Pose estimated from persistent correspondences after: No valid decoded patches.,1,1,0,14,14,14,14,0.323,0.510,0.551,35
243,81.2,RECOVERING,0,No valid checkerboard detection.,0,0,0,0,0,0,0,-1.000,-1.000,0.000,35
244,81.9,TRACKING,1,Pose estimated from persistent correspondences after: No valid decoded patches.,1,0,0,34,34,34,34,0.302,0.831,0.824,35
245,86.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.158,0.476,0.984,35
246,86.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.161,0.420,0.984,35
247,85.5,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.167,0.531,0.983,35
248,86.4,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.135,0.235,0.986,35
249,88.5,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.121,0.273,0.988,35
250,87.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.150,0.439,0.985,35
251,87.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.201,0.358,0.980,35
252,85.6,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.148,0.314,0.985,35
253,85.7,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.212,0.435,0.979,35
254,85.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.225,0.415,0.978,35
255,86.9,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.166,0.547,0.983,35
256,85.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.209,0.606,0.979,35
257,85.1,TRACKING,1,Pose estimation successful.,1,1,0,35,35,35,35,0.219,0.517,0.978,35
258,85.2,TRACKING,1,Pose estimation successful.,1,1,0,34,34,34,34,0.204,0.756,0.980,34
259,86.3,TRACKING,1,Pose estimation successful.,1,1,0,33,30,30,30,0.161,0.338,0.984,30
260,89.6,TRACKING,1,Pose estimation successful.,1,1,0,33,30,30,30,0.168,0.448,0.983,30
261,88.9,TRACKING,1,Pose estimation successful.,1,1,0,32,30,30,30,0.126,0.229,0.987,30
262,89.4,TRACKING,1,Pose estimation successful.,1,1,0,32,30,30,30,0.139,0.280,0.986,30
263,89.3,TRACKING,1,Pose estimation successful.,1,1,1,33,30,30,30,0.150,0.327,0.985,30
264,89.7,TRACKING,1,Pose estimation successful.,1,1,1,32,30,30,30,0.146,0.322,0.985,30
265,89.0,TRACKING,1,Pose estimation successful.,1,1,1,33,30,30,30,0.142,0.263,0.986,30
266,89.3,TRACKING,1,Pose estimation successful.,1,1,0,35,30,30,30,0.129,0.276,0.987,30
267,86.6,TRACKING,1,Pose estimation successful.,1,1,0,33,30,30,30,0.173,0.311,0.983,30
268,86.0,TRACKING,1,Pose estimation successful.,1,1,0,33,30,30,30,0.164,0.458,0.984,30
269,89.9,TRACKING,1,Pose estimation successful.,1,1,0,35,30,30,30,0.158,0.451,0.984,30
270,89.6,TRACKING,1,Pose estimation successful.,1,1,1,33,30,30,30,0.144,0.263,0.986,30
271,87.4,TRACKING,1,Pose estimation successful.,1,1,0,33,30,30,30,0.128,0.324,0.987,30
272,91.0,TRACKING,1,Pose estimation successful.,1,1,1,35,30,30,30,0.130,0.268,0.987,30
273,86.1,TRACKING,1,Pose estimation successful.,1,1,0,33,30,30,30,0.141,0.311,0.986,30
274,85.1,TRACKING,1,Pose estimation successful.,1,1,0,33,30,30,30,0.154,0.315,0.985,30
