candidate_rank,frame_index,capture_time_s,used_for_calibration,selected_rank,score,num_charuco,num_aruco,corner_fraction,sharpness,centroid_u,centroid_v,centroid_u_norm,centroid_v_norm,bbox_area_norm,bbox_diag_norm,edge_margin_px,edge_margin_norm,radius_norm,grid_col,grid_row,corner_grid_cells,edge_corners_lrtb,radius_bin,size_bin,selected_reprojection_mean_px
199,673,22.969000,1,15,0.804484,48.000000,31.000000,1.000000,4350.400255,550.063673,385.214983,0.286641,0.357011,0.168179,0.390894,133.542221,0.123650,0.363230,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,4/0/0/0,1,3,0.285337
200,675,23.094000,0,,0.804341,48.000000,31.000000,1.000000,4279.067181,550.909411,385.818163,0.287082,0.357570,0.169968,0.392727,131.480545,0.121741,0.362272,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,4/0/0/0,1,3,
201,677,23.234000,0,,0.808749,48.000000,31.000000,1.000000,4162.618452,552.210513,385.770333,0.287760,0.357526,0.174870,0.397432,123.739433,0.114574,0.361511,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:1 3:2,4/0/1/0,1,3,
202,679,23.359000,0,,0.811678,48.000000,31.000000,1.000000,4083.484494,552.057114,387.154436,0.287680,0.358809,0.177969,0.400203,119.765045,0.110894,0.360597,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:1 3:2,4/0/1/0,1,3,
203,681,23.484000,1,16,0.819068,48.000000,31.000000,1.000000,3943.696068,548.853798,385.848705,0.286010,0.357598,0.181670,0.403527,110.754768,0.102551,0.363510,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:1 3:2,5/0/2/0,1,3,0.355021
204,683,23.609000,1,17,0.790834,44.000000,30.000000,0.916667,4021.120025,544.747323,386.235114,0.283870,0.357957,0.180989,0.402564,109.981339,0.101835,0.365755,1,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:1 3:2,5/0/2/0,1,3,0.346373
205,685,23.734000,1,18,0.819864,48.000000,31.000000,1.000000,3925.801293,549.238046,388.656931,0.286211,0.360201,0.182075,0.403262,109.282761,0.101188,0.361247,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:1 3:2,5/0/2/0,1,3,0.347232
206,687,23.875000,1,19,0.819969,48.000000,31.000000,1.000000,3951.509953,550.363927,390.921009,0.286797,0.362299,0.183766,0.404853,108.697205,0.100646,0.358934,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:1 3:2,5/0/2/0,1,3,0.338587
207,689,24.000000,1,20,0.819439,48.000000,31.000000,1.000000,3999.327962,548.125671,393.788493,0.285631,0.364957,0.184891,0.405934,109.260681,0.101167,0.358304,1,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:1 3:2,5/0/2/0,1,3,0.340056
208,691,24.125000,1,21,0.818562,48.000000,31.000000,1.000000,3996.637901,551.011476,395.680692,0.287135,0.366711,0.185764,0.406721,109.791176,0.101658,0.355184,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:1 3:2,5/0/2/0,1,3,0.379465
209,693,24.266000,1,22,0.817729,48.000000,31.000000,1.000000,3942.446819,557.194202,395.693484,0.290357,0.366722,0.185002,0.405755,110.120224,0.101963,0.351321,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:1 3:2,5/0/2/0,1,3,0.441246
210,695,24.391000,0,,0.786237,44.000000,30.000000,0.916667,3935.430668,563.944569,393.822673,0.293874,0.364989,0.181640,0.402298,112.579956,0.104241,0.348471,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:1 3:2,4/0/2/0,1,3,
211,697,24.516000,1,23,0.811138,48.000000,31.000000,1.000000,3954.422815,578.068753,392.958287,0.301234,0.364187,0.177474,0.397828,116.548042,0.107915,0.340449,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,2/0/1/0,1,3,0.453882
212,699,24.641000,0,,0.806824,48.000000,31.000000,1.000000,4039.453233,587.680857,392.969926,0.306243,0.364198,0.173314,0.393255,121.004913,0.112042,0.334616,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,1/0/1/0,1,3,
213,701,24.766000,0,,0.800071,48.000000,31.000000,1.000000,4157.088587,600.377847,392.079406,0.312860,0.363373,0.166934,0.386289,128.410065,0.118898,0.327684,2,1,0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/1/0,1,3,
214,703,24.891000,0,,0.801023,48.000000,31.000000,1.000000,4119.609180,610.496780,389.330764,0.318133,0.360826,0.166380,0.385510,126.433891,0.117068,0.323868,2,1,0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/1/0,1,3,
215,705,25.016000,1,24,0.800998,48.000000,31.000000,1.000000,4515.128208,619.546040,388.441118,0.322848,0.360001,0.167188,0.386404,125.582527,0.116280,0.319319,2,1,0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/1/0,1,3,0.540818
216,707,25.156000,0,,0.797885,48.000000,31.000000,1.000000,4615.359628,619.359526,388.676509,0.322751,0.360219,0.165627,0.384920,129.605072,0.120005,0.319236,2,1,0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/0/0,1,3,
217,709,25.281000,0,,0.797088,48.000000,31.000000,1.000000,4535.639308,622.376387,393.092629,0.324323,0.364312,0.168227,0.387725,132.767868,0.122933,0.313922,2,1,0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/0/0,1,3,
218,711,25.406000,0,,0.796797,48.000000,31.000000,1.000000,4533.598829,619.108358,397.984245,0.322620,0.368845,0.169092,0.389009,139.055084,0.128755,0.311978,2,1,0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/0/0,1,3,
219,713,25.547000,0,,0.797373,48.000000,31.000000,1.000000,4476.627352,609.528748,400.428971,0.317628,0.371111,0.170737,0.390882,140.533661,0.130124,0.315822,2,1,0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2 3:3,0/0/0/0,1,3,
220,715,25.687000,0,,0.797924,48.000000,31.000000,1.000000,4656.219641,601.566659,401.963526,0.313479,0.372533,0.163181,0.382806,150.638351,0.139480,0.319493,2,1,0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/0/0,1,3,
221,717,25.828000,0,,0.780913,46.000000,30.000000,0.958333,4532.465822,610.719650,416.644477,0.318249,0.386139,0.151165,0.370824,177.049362,0.163935,0.303307,2,1,0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/0/0,1,3,
222,719,25.953000,0,,0.797572,48.000000,31.000000,1.000000,4589.532069,590.795324,414.706602,0.307866,0.384343,0.147207,0.365039,181.176376,0.167756,0.317149,2,1,0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/0/0,1,3,
223,721,26.078000,0,,0.780797,46.000000,30.000000,0.958333,4494.387066,594.801342,433.520100,0.309954,0.401780,0.140681,0.358579,202.271317,0.187288,0.302539,2,2,0:2 1:0 1:1 1:2 2:0 2:1 2:2 2:3 3:1 3:2 3:3,0/0/0/0,1,3,
224,723,26.203000,0,,0.781855,46.000000,30.000000,0.958333,4288.706055,579.972761,438.228350,0.302227,0.406143,0.140160,0.358270,207.238144,0.191887,0.309592,2,2,0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 2:3 3:1 3:2 3:3,0/0/0/0,1,3,
225,725,26.344000,1,25,0.799342,48.000000,31.000000,1.000000,4304.933945,558.642220,429.106050,0.291111,0.397689,0.145712,0.364581,198.734070,0.184013,0.328944,2,1,0:0 0:1 0:2 1:0 1:1 1:2 1:3 2:0 2:1 2:2 2:3 3:1 3:2 3:3,2/0/0/0,1,3,0.300053
226,727,26.469000,0,,0.801170,48.000000,31.000000,1.000000,4133.059903,540.833611,428.470323,0.281831,0.397099,0.152537,0.372969,190.644058,0.176522,0.341134,1,1,0:0 0:1 0:2 1:0 1:1 1:2 1:3 2:0 2:1 2:2 2:3 3:1 3:2 3:3,5/0/0/0,1,3,
227,729,26.609000,0,,0.785493,46.000000,30.000000,0.958333,4029.462444,542.069510,440.557441,0.282475,0.408302,0.150266,0.371796,181.164093,0.167745,0.333843,1,2,0:1 0:2 1:0 1:1 1:2 1:3 2:0 2:1 2:2 2:3 3:1 3:2 3:3,5/0/0/0,1,3,
228,731,26.734000,0,,0.773239,44.000000,30.000000,0.916667,4366.695066,524.699074,433.270058,0.273423,0.401548,0.154958,0.375806,174.558502,0.161628,0.349371,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
229,733,26.875000,0,,0.773644,44.000000,30.000000,0.916667,4201.296234,520.269650,433.847779,0.271115,0.402083,0.153864,0.374845,170.378510,0.157758,0.352068,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
230,735,27.000000,0,,0.774343,44.000000,30.000000,0.916667,4346.931541,514.361604,432.564205,0.268036,0.400894,0.154088,0.375172,164.301987,0.152131,0.356733,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:0 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
231,737,27.141000,0,,0.803687,48.000000,31.000000,1.000000,4368.489828,512.870694,432.230758,0.267259,0.400585,0.155248,0.376546,161.478989,0.149518,0.357915,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:0 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
232,739,27.281000,0,,0.774377,44.000000,30.000000,0.916667,4374.813526,512.722639,434.297710,0.267182,0.402500,0.155672,0.376905,161.789474,0.149805,0.356960,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:0 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
233,741,27.422000,0,,0.803278,48.000000,31.000000,1.000000,4369.201823,514.587834,435.295919,0.268154,0.403425,0.155928,0.377246,162.815048,0.150755,0.355188,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
234,743,27.562000,0,,0.803317,48.000000,31.000000,1.000000,4379.166076,515.079536,434.129191,0.268410,0.402344,0.156845,0.378200,162.840729,0.150778,0.355445,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:0 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
235,745,27.703000,0,,0.802955,48.000000,31.000000,1.000000,4353.025715,519.501838,432.988458,0.270715,0.401287,0.157018,0.378330,167.247147,0.154858,0.353032,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:0 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
236,747,27.828000,0,,0.773702,44.000000,30.000000,0.916667,4416.448921,521.153219,431.953028,0.271575,0.400327,0.156691,0.377871,169.913910,0.157328,0.352456,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:0 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
237,748,27.922000,0,,0.802711,48.000000,31.000000,1.000000,4430.850116,523.260091,431.239446,0.272673,0.399666,0.157008,0.378178,171.549683,0.158842,0.351410,1,1,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:0 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
238,750,28.062000,0,,0.773530,44.000000,30.000000,0.916667,4402.251074,522.516595,432.379875,0.272286,0.400723,0.156937,0.378048,171.598679,0.158888,0.351311,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:0 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
239,752,28.203000,0,,0.802308,48.000000,31.000000,1.000000,4478.994646,525.020754,434.101872,0.273591,0.402319,0.156252,0.377282,174.158188,0.161258,0.348720,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
240,753,28.297000,0,,0.802312,48.000000,31.000000,1.000000,4444.039439,524.624242,434.565954,0.273384,0.402749,0.156627,0.377792,173.099121,0.160277,0.348748,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
241,755,28.437000,0,,0.802421,48.000000,31.000000,1.000000,4414.055406,523.642094,434.448652,0.272872,0.402640,0.157955,0.379207,171.203537,0.158522,0.349474,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
242,757,28.578000,0,,0.802569,48.000000,31.000000,1.000000,4382.280432,520.174532,437.135619,0.271065,0.405130,0.157650,0.378919,168.152313,0.155697,0.350461,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
243,759,28.719000,0,,0.802096,48.000000,31.000000,1.000000,4396.680661,521.740404,441.358346,0.271881,0.409044,0.156856,0.378020,169.964340,0.157374,0.347307,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
244,761,28.844000,0,,0.802254,48.000000,31.000000,1.000000,4464.984700,519.125206,442.898497,0.270519,0.410471,0.156803,0.378102,167.105911,0.154728,0.348359,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
245,763,28.984000,1,26,0.802565,48.000000,31.000000,1.000000,4439.384311,517.186585,441.351232,0.269508,0.409037,0.157741,0.379259,164.105011,0.151949,0.350430,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,0.268935
246,765,29.125000,0,,0.773179,44.000000,30.000000,0.916667,4353.085884,519.499585,441.095629,0.270714,0.408800,0.158139,0.379373,167.683563,0.155263,0.348969,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
247,767,29.266000,0,,0.801110,48.000000,31.000000,1.000000,4429.235693,528.387269,445.560277,0.275345,0.412938,0.156550,0.377462,177.830109,0.164658,0.340733,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
248,769,29.406000,0,,0.801011,48.000000,31.000000,1.000000,4475.619412,526.458532,449.856540,0.274340,0.416920,0.154749,0.375462,177.378937,0.164240,0.340073,1,2,0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
249,771,29.547000,0,,0.800929,48.000000,31.000000,1.000000,4445.694073,524.765815,453.728549,0.273458,0.420508,0.155005,0.375774,175.302765,0.162317,0.339530,1,2,0:0 0:1 0:2 0:3 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
250,773,29.687000,0,,0.800243,48.000000,31.000000,1.000000,4280.686316,525.991552,462.720388,0.274097,0.428842,0.154231,0.374719,177.985977,0.164802,0.334950,1,2,0:1 0:2 0:3 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
251,775,29.828000,0,,0.799053,48.000000,31.000000,1.000000,4235.261846,531.216009,474.202081,0.276819,0.439483,0.153614,0.374024,183.322754,0.169743,0.327023,1,2,0:1 0:2 0:3 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
252,777,29.969000,1,27,0.798608,48.000000,31.000000,1.000000,3982.393083,528.322662,491.003694,0.275311,0.455054,0.152631,0.372862,181.835190,0.168366,0.324053,1,2,0:1 0:2 0:3 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,0.355219
253,779,30.094000,1,28,0.782009,46.000000,30.000000,0.958333,3792.978168,539.033621,523.001566,0.280893,0.484710,0.150056,0.370999,180.750031,0.167361,0.310618,1,2,0:1 0:2 0:3 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,5/0/0/0,1,3,0.385662
254,781,30.234000,0,,0.782410,46.000000,30.000000,0.958333,3686.386759,534.579543,546.715554,0.278572,0.506687,0.152052,0.373884,172.021027,0.159279,0.313289,1,2,0:1 0:2 0:3 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,5/0/0/0,1,3,
255,782,30.328000,0,,0.784104,46.000000,30.000000,0.958333,3330.373078,520.822997,561.633322,0.271403,0.520513,0.154514,0.377584,152.078415,0.140813,0.324583,1,2,0:1 0:2 0:3 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,5/0/0/0,1,3,
256,784,30.453000,1,29,0.801100,48.000000,31.000000,1.000000,3947.387924,499.649491,566.027855,0.260370,0.524586,0.165761,0.389178,132.200256,0.122408,0.340667,1,2,0:1 0:2 0:3 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2,6/0/0/0,1,3,0.282481
257,786,30.594000,1,30,0.800236,48.000000,31.000000,1.000000,3425.850146,510.710158,579.684081,0.266133,0.537242,0.179358,0.403228,129.984390,0.120356,0.334904,1,2,0:1 0:2 0:3 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,0.496804
258,788,30.734000,0,,0.799448,48.000000,31.000000,1.000000,4082.732674,522.183245,592.386104,0.272112,0.549014,0.192045,0.415889,132.729233,0.122897,0.329652,1,2,0:1 0:2 0:3 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3,6/0/0/0,1,3,
259,790,30.875000,1,31,0.799024,48.000000,31.000000,1.000000,3868.997334,530.847010,603.451612,0.276627,0.559269,0.197685,0.421079,137.113449,0.126957,0.326828,1,2,0:1 0:2 0:3 1:1 1:2 1:3 2:1 2:2 2:3 3:1 3:2 3:3 3:4,6/0/0/0,1,3,0.408552
260,792,31.000000,0,,0.797867,48.000000,31.000000,1.000000,3436.584623,548.429996,616.033504,0.285789,0.570930,0.204322,0.426928,149.798080,0.138702,0.319115,2,2,0:1 0:2 0:3 1:1 1:2 1:3 2:1 2:2 2:3 2:4 3:2 3:3 3:4,4/0/0/0,1,3,
261,794,31.125000,1,32,0.796094,48.000000,31.000000,1.000000,3166.036174,577.000470,632.857786,0.300678,0.586523,0.212248,0.433776,169.881348,0.157298,0.307296,2,2,0:1 0:2 0:3 1:1 1:2 1:3 2:1 2:2 2:3 2:4 3:2 3:3 3:4,3/0/0/0,1,3,0.860820
262,796,31.250000,0,,0.795549,48.000000,31.000000,1.000000,4316.387850,597.940659,650.622817,0.311590,0.602987,0.216581,0.437683,148.025574,0.137061,0.303660,2,3,0:2 0:3 1:1 1:2 1:3 1:4 2:1 2:2 2:3 2:4 3:2 3:3 3:4,2/0/0/0,1,3,
263,798,31.375000,0,,0.797617,48.000000,31.000000,1.000000,4145.762564,601.821121,669.113019,0.313612,0.620123,0.218202,0.439266,128.850891,0.119306,0.313593,2,3,0:2 0:3 1:1 1:2 1:3 1:4 2:2 2:3 2:4 3:2 3:3 3:4,2/0/0/0,1,3,
264,800,31.500000,1,33,0.811980,48.000000,31.000000,1.000000,4019.154049,606.762348,685.075425,0.316187,0.634917,0.218806,0.439786,111.960327,0.103667,0.322459,2,3,0:3 1:1 1:2 1:3 1:4 2:2 2:3 2:4 3:2 3:3 3:4,2/0/0/2,1,3,0.566605
265,802,31.609000,1,34,0.828565,48.000000,31.000000,1.000000,3929.849408,613.265640,705.187394,0.319576,0.653556,0.216956,0.438046,92.914978,0.086032,0.335060,2,3,0:3 0:4 1:1 1:2 1:3 1:4 2:2 2:3 2:4 3:2 3:3 3:4,1/0/0/3,1,3,0.377691
266,804,31.734000,1,35,0.839438,48.000000,31.000000,1.000000,4220.934926,618.104165,719.866086,0.322097,0.667160,0.214002,0.435339,80.801453,0.074816,0.345231,2,3,0:3 0:4 1:1 1:2 1:3 1:4 2:2 2:3 2:4 3:2 3:3 3:4,1/0/0/4,1,3,0.582653
267,806,31.844000,1,36,0.824590,46.000000,30.000000,0.958333,3978.311913,611.617219,730.654552,0.318717,0.677159,0.199508,0.423072,83.717041,0.077516,0.358466,2,3,0:3 0:4 1:2 1:3 1:4 2:2 2:3 2:4 3:2 3:3 3:4,1/0/0/4,1,3,0.458904
268,808,31.969000,1,37,0.808574,44.000000,29.000000,0.916667,4026.693665,611.677026,737.406611,0.318748,0.683417,0.187195,0.412560,86.780823,0.080353,0.364675,2,3,0:3 0:4 1:2 1:3 1:4 2:2 2:3 2:4 3:2 3:3 3:4,0/0/0/4,1,3,0.450723
269,810,32.078000,1,38,0.795885,42.000000,28.000000,0.875000,3928.127000,626.497141,746.862528,0.326471,0.692180,0.173702,0.399998,84.619263,0.078351,0.366185,2,3,0:4 1:2 1:3 1:4 2:2 2:3 2:4 3:2 3:3 3:4,0/0/0/3,1,3,0.463210
270,812,32.203000,0,,0.752697,40.000000,27.000000,0.833333,4052.782103,653.709271,746.466200,0.340651,0.691813,0.149020,0.375967,119.061340,0.110242,0.352659,2,3,1:2 1:3 1:4 2:2 2:3 2:4 3:2 3:3 3:4,0/0/0/2,1,3,
271,814,32.312000,0,,0.762539,40.000000,27.000000,0.833333,3393.602560,679.731229,759.976970,0.354211,0.704335,0.144009,0.369379,106.758545,0.098851,0.354984,2,3,1:2 1:3 1:4 2:2 2:3 2:4 3:2 3:3 3:4,0/0/0/3,1,3,
272,816,32.437000,1,39,0.769893,40.000000,27.000000,0.833333,3954.346073,697.558858,769.336914,0.363501,0.713009,0.141641,0.366210,97.772461,0.090530,0.357784,2,3,1:2 1:3 1:4 2:2 2:3 2:4 3:2 3:3 3:4,0/0/0/4,1,3,0.396136
273,818,32.562000,0,,0.763567,39.000000,26.000000,0.812500,4036.576765,706.256095,778.503789,0.368033,0.721505,0.136377,0.360623,91.814697,0.085014,0.364636,2,3,1:2 1:3 1:4 2:2 2:3 2:4 3:2 3:3 3:4,0/0/0/5,1,3,
274,820,32.672000,0,,0.738784,37.000000,25.000000,0.770833,4297.369743,702.056276,784.892275,0.365845,0.727426,0.127288,0.351944,91.597046,0.084812,0.373417,2,3,1:2 1:3 1:4 2:2 2:3 2:4 3:2 3:3 3:4,0/0/0/5,1,3,
275,822,32.797000,0,,0.722087,35.000000,24.000000,0.729167,4072.059289,695.483244,788.047079,0.362420,0.730349,0.122706,0.348637,87.872986,0.081364,0.379445,2,3,1:2 1:3 1:4 2:2 2:3 2:4 3:2 3:3 3:4,0/0/0/3,1,3,
276,824,32.906000,0,,0.633057,32.000000,22.000000,0.666667,4171.973431,713.226800,787.144978,0.371666,0.729513,0.096399,0.327166,139.725342,0.129375,0.371876,2,3,1:2 1:3 1:4 2:2 2:3 2:4 3:3 3:4,0/0/0/0,1,2,
277,826,33.016000,0,,0.598802,28.000000,21.000000,0.583333,4336.576300,712.942509,784.162354,0.371518,0.726749,0.092827,0.323919,133.853821,0.123939,0.368573,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/0,1,2,
278,828,33.125000,0,,0.596944,28.000000,21.000000,0.583333,4336.743825,718.164807,789.420234,0.374239,0.731622,0.090897,0.321822,130.366821,0.120710,0.372732,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/0,1,2,
279,830,33.250000,0,,0.625479,32.000000,22.000000,0.666667,4412.732850,729.451600,801.717554,0.380121,0.743019,0.089182,0.319465,132.379028,0.122573,0.383221,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/0,1,2,
280,832,33.359000,0,,0.625021,32.000000,22.000000,0.666667,4816.586719,733.152864,801.584446,0.382049,0.742896,0.088984,0.319504,132.515259,0.122699,0.381866,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/0,1,2,
281,834,33.469000,0,,0.630184,32.000000,22.000000,0.666667,4508.046680,732.468672,805.975639,0.381693,0.746965,0.089788,0.320342,125.298706,0.116017,0.387269,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/1,1,2,
282,836,33.594000,0,,0.637984,32.000000,22.000000,0.666667,3986.577867,733.865263,819.159550,0.382421,0.759184,0.088376,0.319689,115.796631,0.107219,0.402495,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/8,1,2,
283,838,33.719000,0,,0.615832,28.000000,21.000000,0.583333,4380.915740,741.932020,815.776202,0.386624,0.756048,0.088445,0.319991,105.562012,0.097743,0.396017,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/6,1,2,
284,840,33.844000,0,,0.617605,28.000000,21.000000,0.583333,4469.440896,739.517758,819.696084,0.385366,0.759681,0.088148,0.320012,103.823364,0.096133,0.401436,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/6,1,2,
285,842,33.969000,0,,0.621131,28.000000,21.000000,0.583333,4685.832760,741.492526,822.191899,0.386395,0.761994,0.088744,0.320516,100.715515,0.093255,0.403849,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/6,1,2,
286,844,34.094000,0,,0.626540,28.000000,21.000000,0.583333,4329.204083,746.449730,827.082251,0.388978,0.766527,0.089193,0.320922,95.321411,0.088261,0.408319,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/6,1,2,
287,846,34.219000,1,40,0.663702,32.000000,22.000000,0.666667,4370.442161,747.184933,845.811930,0.389362,0.783885,0.089402,0.321042,89.695557,0.083051,0.430886,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/8,1,2,0.230499
288,848,34.344000,0,,0.632727,28.000000,21.000000,0.583333,4448.174076,751.362407,834.851151,0.391539,0.773727,0.088676,0.320208,88.011292,0.081492,0.416390,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/6,1,2,
289,850,34.469000,0,,0.619119,26.000000,20.000000,0.541667,4522.038453,729.970764,824.772473,0.380391,0.764386,0.088825,0.320463,85.826965,0.079469,0.410381,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/4,1,2,
290,852,34.594000,0,,0.614925,26.000000,19.000000,0.541667,4407.196304,769.432584,817.615861,0.400955,0.757753,0.088591,0.319849,87.008423,0.080563,0.390504,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/2,1,2,
291,854,34.734000,0,,0.528602,24.000000,18.000000,0.500000,4208.413878,751.295853,806.195175,0.391504,0.747169,0.059376,0.305142,176.920898,0.163816,0.381743,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/0,1,1,
292,856,34.859000,0,,0.528100,24.000000,18.000000,0.500000,4291.728745,753.568921,808.858729,0.392688,0.749637,0.058690,0.304503,174.914368,0.161958,0.384278,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/0,1,1,
293,858,35.000000,0,,0.527405,24.000000,18.000000,0.500000,4002.297656,757.402704,811.742841,0.394686,0.752310,0.057871,0.302663,172.812622,0.160012,0.386656,2,3,1:3 1:4 2:3 2:4 3:3 3:4,0/0/0/0,1,1,
