candidate_rank,frame_index,capture_time_s,used_for_calibration,selected_rank,score,num_charuco,num_aruco,corner_fraction,sharpness,centroid_u,centroid_v,centroid_u_norm,centroid_v_norm,bbox_area_norm,bbox_diag_norm,edge_margin_px,edge_margin_norm,radius_norm,grid_col,grid_row,corner_grid_cells,edge_corners_lrtb,radius_bin,size_bin,selected_reprojection_mean_px
95,465,10.375000,0,,0.462885,12.000000,11.000000,0.250000,2835.904090,1083.915090,144.110886,0.564833,0.133560,0.033116,0.280933,85.709122,0.079360,0.526273,3,0,2:0 3:0 4:0,0/0/4/0,2,1,
96,467,10.484000,0,,0.461016,12.000000,11.000000,0.250000,2856.850711,1079.062291,145.451991,0.562304,0.134803,0.032797,0.280871,87.145355,0.080690,0.523929,3,0,2:0 3:0 4:0,0/0/4/0,2,1,
97,469,10.594000,0,,0.460764,12.000000,11.000000,0.250000,2864.629563,1075.086914,145.581612,0.560233,0.134923,0.032800,0.280806,87.348557,0.080878,0.523277,3,0,2:0 3:0 4:0,0/0/4/0,2,1,
98,471,10.703000,0,,0.461680,12.000000,11.000000,0.250000,2779.069709,1067.166133,144.879705,0.556105,0.134272,0.033035,0.281400,86.552238,0.080141,0.523268,3,0,2:0 3:0 4:0,0/0/4/0,2,1,
99,473,10.812000,0,,0.461012,12.000000,11.000000,0.250000,2764.095819,1058.554138,145.272448,0.551618,0.134636,0.032859,0.281885,86.845398,0.080412,0.521833,3,0,2:0 3:0 4:0,0/0/4/0,2,1,
100,475,10.922000,0,,0.458980,12.000000,11.000000,0.250000,2788.133351,1050.598999,147.272013,0.547472,0.136489,0.032826,0.282016,88.766167,0.082191,0.518447,3,0,2:0 3:0 4:0,0/0/4/0,2,1,
101,477,11.031000,0,,0.454453,12.000000,11.000000,0.250000,2775.674510,1037.996684,150.893148,0.540905,0.139845,0.032311,0.281677,92.639618,0.085777,0.512610,3,0,2:0 3:0 4:0,0/0/4/0,2,1,
102,479,11.141000,0,,0.490627,14.000000,12.000000,0.291667,2825.050583,1008.910287,141.864695,0.525748,0.131478,0.037786,0.283516,75.691811,0.070085,0.522439,3,0,2:0 3:0 4:0,0/0/6/0,2,1,
103,481,11.266000,0,,0.454747,12.000000,11.000000,0.250000,2794.722182,1019.514191,151.042566,0.531274,0.139984,0.032675,0.283086,92.562904,0.085706,0.511057,3,0,2:0 3:0 4:0,0/0/4/0,2,1,
104,483,11.375000,0,,0.457460,12.000000,11.000000,0.250000,2776.271902,1005.452067,148.758139,0.523946,0.137867,0.032895,0.284594,89.840118,0.083185,0.513252,3,0,2:0 3:0 4:0,0/0/4/0,2,1,
105,485,11.500000,0,,0.457862,12.000000,11.000000,0.250000,2715.164844,995.597799,148.698067,0.518811,0.137811,0.033096,0.285491,89.585815,0.082950,0.512903,3,0,2:0 3:0 4:0,0/0/4/0,2,1,
106,487,11.609000,0,,0.457335,12.000000,11.000000,0.250000,2581.881406,977.603673,149.435017,0.509434,0.138494,0.033130,0.286951,90.037598,0.083368,0.511421,3,0,2:0 3:0 4:0,0/0/4/0,2,1,
107,489,11.734000,0,,0.488775,14.000000,12.000000,0.291667,2520.208304,938.247838,144.793459,0.488925,0.134192,0.038458,0.289541,78.265877,0.072468,0.517567,3,0,2:0 3:0 4:0,0/0/6/0,2,1,
108,491,11.844000,0,,0.482843,14.000000,12.000000,0.291667,2460.135694,922.980539,150.224476,0.480970,0.139226,0.038356,0.290394,83.905212,0.077690,0.510921,3,0,2:0 3:0 4:0,0/0/6/0,2,1,
109,493,11.953000,0,,0.478690,14.000000,12.000000,0.291667,2549.750194,906.020015,153.719394,0.472131,0.142465,0.037781,0.291373,88.183609,0.081651,0.507165,3,0,1:0 2:0 3:0 4:0,0/0/6/0,2,1,
110,495,12.062000,0,,0.478101,14.000000,12.000000,0.291667,2685.608271,893.809052,156.340807,0.465768,0.144894,0.038650,0.293008,89.883438,0.083225,0.504523,3,0,1:0 2:0 3:0 4:0 4:1,0/0/6/0,2,1,
111,497,12.172000,0,,0.475112,14.000000,12.000000,0.291667,2715.753732,879.507124,160.414969,0.458315,0.148670,0.039048,0.294694,93.606079,0.086672,0.500341,3,0,1:0 2:0 3:0 4:0 4:1,0/0/5/0,2,1,
112,499,12.281000,0,,0.509561,16.000000,13.000000,0.333333,2688.866408,830.761497,153.729885,0.432914,0.142474,0.044486,0.296899,79.662819,0.073762,0.514442,3,0,1:0 2:0 3:0 3:1 4:0 4:1,0/0/7/0,2,1,
113,501,12.391000,0,,0.507479,16.000000,13.000000,0.333333,2595.893088,819.762085,156.410404,0.427182,0.144959,0.044633,0.297082,82.239021,0.076147,0.512556,2,0,1:0 2:0 3:0 3:1 4:0 4:1,0/0/6/0,2,1,
114,503,12.500000,0,,0.504792,16.000000,13.000000,0.333333,2232.962561,800.847420,160.982826,0.417325,0.149196,0.046407,0.298567,84.008339,0.077785,0.509702,2,0,1:0 2:0 3:0 3:1 4:0 4:1,0/0/5/0,2,1,
115,505,12.625000,0,,0.493411,16.000000,13.000000,0.333333,2203.344406,782.231234,168.299220,0.407624,0.155977,0.044613,0.297465,94.126320,0.087154,0.503756,2,0,1:0 2:0 3:0 3:1,0/0/5/0,2,1,
116,507,12.734000,0,,0.527430,17.000000,14.000000,0.354167,2385.748758,780.062294,176.810921,0.406494,0.163866,0.053895,0.300981,75.840721,0.070223,0.493416,2,0,1:0 2:0 2:1 3:0 3:1,0/0/4/0,1,1,
117,509,12.844000,0,,0.515085,17.000000,14.000000,0.354167,2296.957963,768.069049,190.004823,0.400244,0.176093,0.053787,0.300674,87.535080,0.081051,0.479305,2,0,1:0 1:1 2:0 2:1 3:0 3:1,0/0/2/0,1,1,
118,511,12.953000,0,,0.536653,19.000000,15.000000,0.395833,2471.312401,775.012861,191.677876,0.403863,0.177644,0.057669,0.302224,86.921852,0.080483,0.475722,2,0,1:0 1:1 2:0 2:1 3:0 3:1,0/0/3/0,1,1,
119,513,13.078000,0,,0.524848,19.000000,15.000000,0.395833,2766.096091,762.806290,205.856369,0.397502,0.190784,0.058024,0.303861,100.310799,0.092880,0.460695,2,0,1:0 1:1 2:0 2:1 3:0 3:1,0/0/3/0,1,1,
120,515,13.187000,0,,0.585832,23.000000,17.000000,0.479167,2826.467969,734.944016,191.892485,0.382983,0.177843,0.067431,0.309427,79.421768,0.073539,0.484723,2,0,1:0 1:1 2:0 2:1 3:0 3:1,0/0/7/0,1,2,
121,517,13.312000,0,,0.563518,21.000000,16.000000,0.437500,2570.892366,720.163337,208.186069,0.375281,0.192944,0.067653,0.311004,86.694649,0.080273,0.468697,2,0,1:0 1:1 2:0 2:1 3:0 3:1,0/0/5/0,1,2,
122,519,13.437000,0,,0.571438,22.000000,17.000000,0.458333,2388.706365,687.003616,212.389648,0.358001,0.196839,0.070242,0.313047,89.456291,0.082830,0.473435,2,0,1:0 1:1 2:0 2:1 3:0 3:1,0/0/4/0,1,2,
123,521,13.562000,0,,0.579341,24.000000,18.000000,0.500000,2536.978502,673.122130,214.305255,0.350767,0.198615,0.069798,0.312209,99.456123,0.092089,0.475612,2,0,1:0 1:1 2:0 2:1 3:0 3:1,0/0/5/0,1,2,
124,523,13.687000,0,,0.569288,24.000000,18.000000,0.500000,2662.545553,656.700193,227.488380,0.342210,0.210833,0.070239,0.312336,111.324211,0.103078,0.465866,2,1,1:0 1:1 2:0 2:1 3:0 3:1,0/0/3/0,1,2,
125,525,13.828000,0,,0.624367,26.000000,19.000000,0.541667,2945.491215,664.720244,223.189050,0.346389,0.206848,0.082829,0.319738,80.245461,0.074301,0.468048,2,1,1:0 1:1 2:0 2:1 3:0 3:1,0/0/4/0,1,2,
126,527,13.937000,0,,0.621649,26.000000,19.000000,0.541667,3055.572154,659.104899,223.448642,0.343463,0.207089,0.083857,0.322764,85.798470,0.079443,0.469683,2,1,1:0 1:1 2:0 2:1 3:0 3:1,0/0/5/0,1,2,
127,529,14.062000,0,,0.623922,26.000000,19.000000,0.541667,2996.445040,652.235406,220.483191,0.339883,0.204340,0.084613,0.324868,85.244743,0.078930,0.475504,2,1,1:0 1:1 2:0 2:1 3:0 3:1,0/0/5/0,1,2,
128,531,14.187000,0,,0.607769,24.000000,18.000000,0.500000,3002.551981,651.462149,226.920804,0.339480,0.210307,0.085153,0.325930,86.793388,0.080364,0.468378,2,1,1:0 1:1 2:0 2:1 3:0 3:1,0/0/5/0,1,2,
129,533,14.312000,0,,0.616946,26.000000,19.000000,0.541667,2990.897535,649.300586,223.130488,0.338354,0.206794,0.084523,0.326100,93.745300,0.086801,0.473496,2,1,1:0 1:1 2:0 2:1 3:0 3:1,0/0/5/0,1,2,
130,535,14.437000,0,,0.615629,26.000000,19.000000,0.541667,3009.794744,642.451313,225.618940,0.334784,0.209100,0.085261,0.327896,96.607498,0.089451,0.473115,2,1,0:1 1:0 1:1 2:0 2:1 3:0 3:1,0/0/5/0,1,2,
131,537,14.562000,0,,0.614502,26.000000,19.000000,0.541667,3009.476447,638.590794,228.279658,0.332773,0.211566,0.085945,0.328823,98.894249,0.091569,0.471506,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,0/0/5/0,1,2,
132,539,14.687000,0,,0.618748,25.000000,19.000000,0.520833,3052.018112,640.529353,232.514108,0.333783,0.215490,0.090598,0.332001,90.624237,0.083911,0.465991,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,0/0/5/0,1,2,
133,541,14.812000,0,,0.656790,28.000000,20.000000,0.583333,3096.377244,639.922357,225.846435,0.333467,0.209311,0.095939,0.335307,80.083939,0.074152,0.473780,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,0/0/6/0,1,2,
134,543,14.937000,0,,0.656780,28.000000,20.000000,0.583333,3119.518580,637.323956,227.313253,0.332113,0.210670,0.096815,0.336682,81.419395,0.075388,0.473071,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,0/0/5/0,1,2,
135,545,15.062000,0,,0.659411,28.000000,20.000000,0.583333,3091.124556,635.894104,227.311471,0.331367,0.210669,0.098572,0.339229,81.040535,0.075038,0.473602,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,0/0/5/0,1,2,
136,547,15.187000,0,,0.650867,27.000000,19.000000,0.562500,3095.176438,647.385710,233.250406,0.337356,0.216173,0.099462,0.340293,82.013168,0.075938,0.462625,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,0/0/4/0,1,2,
137,549,15.312000,0,,0.601650,24.000000,18.000000,0.500000,3031.948867,644.833189,249.279470,0.336026,0.231028,0.093996,0.338532,105.009346,0.097231,0.445496,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,0/0/3/0,1,2,
138,551,15.437000,0,,0.648491,27.000000,19.000000,0.562500,3016.006668,637.624478,241.502678,0.332269,0.223821,0.102387,0.344783,88.864479,0.082282,0.456965,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,1/0/4/0,1,2,
139,553,15.547000,0,,0.683004,28.000000,20.000000,0.583333,2858.972151,640.923788,239.155579,0.333988,0.221646,0.111475,0.351938,68.998665,0.063888,0.458347,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
140,555,15.672000,0,,0.647683,27.000000,19.000000,0.562500,2917.412451,620.214821,249.335810,0.323197,0.231080,0.103994,0.347120,92.236053,0.085404,0.455142,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/3/0,1,2,
141,557,15.797000,0,,0.659907,25.000000,19.000000,0.520833,3081.907889,627.538619,256.929456,0.327013,0.238118,0.112924,0.352987,70.181358,0.064983,0.443861,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/3/0,1,2,
142,559,15.922000,0,,0.681011,28.000000,20.000000,0.583333,3150.018970,625.469967,247.626022,0.325935,0.229496,0.113706,0.354276,74.630119,0.069102,0.454909,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
143,561,16.031000,0,,0.657474,25.000000,19.000000,0.520833,3102.945729,624.186786,259.674211,0.325267,0.240662,0.114040,0.354976,74.879501,0.069333,0.442240,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/3/0,1,2,
144,563,16.156000,0,,0.679756,28.000000,20.000000,0.583333,3176.500037,617.907518,246.718679,0.321995,0.228655,0.112965,0.353290,75.806709,0.070191,0.458942,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
145,565,16.266000,0,,0.677378,28.000000,20.000000,0.583333,3174.328086,622.155907,246.803694,0.324208,0.228734,0.112301,0.352085,77.431145,0.071696,0.457139,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
146,567,16.391000,0,,0.673167,28.000000,20.000000,0.583333,3272.486967,624.520647,247.128482,0.325441,0.229035,0.110855,0.350004,80.225441,0.074283,0.455836,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
147,569,16.516000,0,,0.674218,28.000000,20.000000,0.583333,3244.105109,623.052650,246.442038,0.324676,0.228399,0.110945,0.350249,79.274445,0.073402,0.457178,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
148,571,16.625000,0,,0.676670,28.000000,20.000000,0.583333,3216.454350,621.782634,244.701645,0.324014,0.226786,0.111543,0.351289,77.564651,0.071819,0.459603,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
149,573,16.750000,0,,0.681393,28.000000,20.000000,0.583333,3211.881479,621.758463,242.330279,0.324001,0.224588,0.112942,0.353369,74.285133,0.068783,0.462228,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
150,575,16.859000,0,,0.681934,28.000000,20.000000,0.583333,3201.650114,620.895563,242.924382,0.323552,0.225138,0.113444,0.354126,74.360252,0.068852,0.461915,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
151,577,16.969000,0,,0.653981,25.000000,19.000000,0.520833,3171.295435,619.623076,259.613130,0.322889,0.240605,0.113365,0.354051,78.660027,0.072833,0.444194,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/3/0,1,2,
152,579,17.094000,0,,0.675095,28.000000,20.000000,0.583333,3091.097772,614.271059,251.892432,0.320100,0.233450,0.113676,0.354725,82.223671,0.076133,0.454782,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
153,581,17.219000,0,,0.676558,28.000000,20.000000,0.583333,3152.437147,605.921127,253.324606,0.315748,0.234777,0.114743,0.356844,82.479019,0.076369,0.456710,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
154,583,17.328000,0,,0.683007,28.000000,20.000000,0.583333,3156.138238,601.685741,250.697753,0.313541,0.232343,0.116555,0.359703,78.035980,0.072256,0.461318,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
155,585,17.453000,0,,0.687895,28.000000,20.000000,0.583333,3164.956705,599.845753,248.432958,0.312582,0.230244,0.118199,0.362308,75.066635,0.069506,0.464529,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
156,587,17.562000,0,,0.683727,28.000000,20.000000,0.583333,3162.028133,598.980667,251.628143,0.312132,0.233205,0.117815,0.361770,79.231102,0.073362,0.461463,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
157,589,17.687000,0,,0.677045,28.000000,20.000000,0.583333,3184.287602,598.288847,256.156927,0.311771,0.237402,0.116876,0.360775,85.443932,0.079115,0.456920,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
158,591,17.797000,0,,0.672744,28.000000,20.000000,0.583333,3231.362325,599.739256,258.249659,0.312527,0.239342,0.116666,0.360909,90.114311,0.083439,0.454068,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
159,593,17.922000,0,,0.672709,28.000000,20.000000,0.583333,3247.115137,600.563579,257.598103,0.312957,0.238738,0.117352,0.362603,91.367058,0.084599,0.454408,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
160,595,18.031000,0,,0.672005,28.000000,20.000000,0.583333,3233.561039,602.390442,255.816019,0.313909,0.237086,0.116701,0.361810,91.412354,0.084641,0.455530,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
161,597,18.156000,0,,0.671589,28.000000,20.000000,0.583333,3209.034943,607.161235,255.131208,0.316395,0.236452,0.116593,0.361601,91.523376,0.084744,0.454244,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/4/0,1,2,
162,599,18.281000,0,,0.644306,25.000000,19.000000,0.520833,3211.743887,612.436099,267.849150,0.319143,0.248238,0.115556,0.360036,93.720985,0.086779,0.438390,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/3/0,1,2,
163,601,18.406000,0,,0.663750,28.000000,20.000000,0.583333,3111.615323,614.589525,260.813198,0.320266,0.241718,0.115794,0.360933,98.555496,0.091255,0.445004,2,1,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1,2/0/3/0,1,2,
164,603,18.531000,0,,0.662293,28.000000,20.000000,0.583333,2873.661926,619.922052,270.291332,0.323044,0.250502,0.117623,0.363199,101.074898,0.093588,0.432580,2,1,0:1 1:0 1:1 2:0 2:1 3:0 3:1 3:2,2/0/2/0,1,2,
165,605,18.656000,0,,0.699361,31.000000,22.000000,0.645833,3026.898211,605.642358,271.062583,0.315603,0.251216,0.122737,0.363351,90.949074,0.084212,0.437939,2,1,0:0 0:1 1:0 1:1 2:0 2:1 2:2 3:0 3:1 3:2,3/0/3/0,1,3,
166,607,18.797000,0,,0.732727,33.000000,23.000000,0.687500,3247.038655,620.653510,270.090230,0.323425,0.250315,0.128232,0.364673,74.702484,0.069169,0.432484,2,1,0:0 0:1 1:0 1:1 2:0 2:1 2:2 3:0 3:1 3:2,3/0/5/0,1,3,
167,609,18.922000,0,,0.722905,33.000000,23.000000,0.687500,3336.198880,624.006717,276.520327,0.325173,0.256275,0.125454,0.360827,81.189140,0.075175,0.424185,2,1,0:0 0:1 1:0 1:1 2:0 2:1 2:2 3:0 3:1 3:2,3/0/4/0,1,3,
168,611,19.062000,1,6,0.736674,35.000000,24.000000,0.729167,3275.943303,607.354681,271.775887,0.316495,0.251878,0.125449,0.360684,84.618652,0.078351,0.436437,2,1,0:0 0:1 1:0 1:1 2:0 2:1 2:2 3:0 3:1 3:2,3/0/6/0,1,3,0.286213
169,613,19.187000,0,,0.724148,35.000000,24.000000,0.729167,3164.838277,613.494701,285.958483,0.319695,0.265022,0.125010,0.359889,96.704536,0.089541,0.418867,2,1,0:0 0:1 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,2/0/5/0,1,3,
170,615,19.312000,0,,0.749269,37.000000,25.000000,0.770833,3137.903765,616.441924,296.676228,0.321231,0.274955,0.131192,0.361329,90.936775,0.084201,0.406457,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,1/0/3/0,1,3,
171,617,19.437000,0,,0.746623,35.000000,25.000000,0.729167,3329.570921,640.327628,301.195950,0.333678,0.279144,0.137281,0.364094,82.607452,0.076488,0.391000,2,1,0:0 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/4/0,1,3,
172,619,19.547000,1,7,0.794349,41.000000,27.000000,0.854167,3503.433450,616.433771,309.076865,0.321227,0.286448,0.142800,0.368354,82.540909,0.076427,0.393864,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/5/0,1,3,0.228986
173,621,19.672000,0,,0.793165,42.000000,28.000000,0.875000,3694.088101,610.274203,314.455765,0.318017,0.291433,0.142938,0.368758,93.056862,0.086164,0.391454,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/5/0,1,3,
174,623,19.781000,1,8,0.820487,44.000000,29.000000,0.916667,3846.059175,612.160572,315.096289,0.319000,0.292026,0.151242,0.374574,76.246475,0.070599,0.389908,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/5/0,1,3,0.274572
175,625,19.906000,0,,0.814620,44.000000,29.000000,0.916667,3957.005545,610.970337,321.803712,0.318380,0.298243,0.149918,0.372901,82.684464,0.076560,0.383906,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/4/0,1,3,
176,627,20.016000,0,,0.808516,44.000000,29.000000,0.916667,4101.207921,611.353019,328.499410,0.318579,0.304448,0.148404,0.370911,89.298714,0.082684,0.377238,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/4/0,1,3,
177,629,20.141000,1,9,0.829378,46.000000,30.000000,0.958333,4009.175968,608.302699,325.625521,0.316989,0.301785,0.152295,0.373308,81.995308,0.075922,0.381529,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/6/0,1,3,0.274639
178,631,20.266000,1,10,0.820934,46.000000,30.000000,0.958333,4296.518380,609.299457,333.325331,0.317509,0.308921,0.150429,0.371008,91.410347,0.084639,0.373669,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/6/0,1,3,0.320670
179,633,20.391000,0,,0.808167,46.000000,30.000000,0.958333,4364.844268,606.022347,342.837055,0.315801,0.317736,0.145544,0.365534,106.557381,0.098664,0.366468,2,1,0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/6/0,1,3,
180,635,20.516000,1,11,0.825049,48.000000,31.000000,1.000000,4603.399195,591.601295,336.072265,0.308286,0.311466,0.146137,0.365209,106.258789,0.098388,0.380261,2,1,0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/8/0,1,3,0.294189
181,637,20.641000,0,,0.803174,46.000000,30.000000,0.958333,4664.579018,604.154067,346.745084,0.314828,0.321358,0.144495,0.363469,112.523285,0.104188,0.363873,2,1,0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/6/0,1,3,
182,639,20.766000,0,,0.772257,42.000000,29.000000,0.875000,4433.443391,609.190878,348.160171,0.317452,0.322669,0.143497,0.361901,114.022522,0.105576,0.359916,2,1,0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/6/0,1,3,
183,641,20.891000,1,12,0.815303,48.000000,31.000000,1.000000,4910.256401,606.474530,339.043652,0.316037,0.314220,0.143799,0.362028,116.846527,0.108191,0.369747,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/8/0,1,3,0.307584
184,643,21.016000,0,,0.793591,46.000000,30.000000,0.958333,4786.500546,619.488038,354.333849,0.322818,0.328391,0.140889,0.357432,122.019722,0.112981,0.348835,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/6/0,1,3,
185,645,21.156000,0,,0.789721,46.000000,30.000000,0.958333,5020.627450,620.886295,357.978847,0.323547,0.331769,0.141405,0.358166,126.247658,0.116896,0.344782,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/4/0,1,3,
186,647,21.281000,1,13,0.807385,48.000000,31.000000,1.000000,4961.086703,604.963266,351.774007,0.315249,0.326019,0.139966,0.355457,124.940788,0.115686,0.358894,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/2/0,1,3,0.403559
187,649,21.406000,0,,0.804162,48.000000,31.000000,1.000000,5039.472993,603.781514,355.450688,0.314633,0.329426,0.139887,0.355233,128.472015,0.118956,0.356248,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/1/0,1,3,
188,651,21.531000,0,,0.801882,48.000000,31.000000,1.000000,5077.373074,604.675158,358.327648,0.315099,0.332092,0.139144,0.354610,132.389008,0.122582,0.353218,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/0/0,1,3,
189,653,21.656000,0,,0.785310,46.000000,30.000000,0.958333,4964.186789,607.534744,369.407366,0.316589,0.342361,0.138903,0.354569,134.171463,0.124233,0.342022,2,1,1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/0/0,1,3,
190,655,21.781000,0,,0.802350,48.000000,31.000000,1.000000,5022.506817,593.565410,362.355231,0.309310,0.335825,0.139200,0.355722,138.584915,0.128319,0.355854,2,1,0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/0/0,1,3,
191,657,21.922000,0,,0.803311,48.000000,31.000000,1.000000,4914.911458,589.512073,365.570287,0.307198,0.338805,0.140254,0.358785,148.523895,0.137522,0.355406,2,1,0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/0/0,1,3,
192,659,22.047000,0,,0.803327,48.000000,31.000000,1.000000,4795.392602,581.912620,370.677467,0.303237,0.343538,0.143094,0.363503,155.234146,0.143735,0.355516,2,1,0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,0/0/0/0,1,3,
193,661,22.172000,0,,0.803394,48.000000,31.000000,1.000000,4735.817264,573.884858,375.956407,0.299054,0.348430,0.148716,0.370250,154.736725,0.143275,0.355957,2,1,0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,1/0/0/0,1,3,
194,663,22.297000,0,,0.787009,46.000000,30.000000,0.958333,4453.915533,576.314636,389.682958,0.300320,0.361152,0.149652,0.372071,160.299332,0.148425,0.343950,2,1,0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,1/0/0/0,1,3,
195,665,22.437000,1,14,0.803963,48.000000,31.000000,1.000000,4597.731251,555.685495,385.276569,0.289570,0.357068,0.152561,0.374992,157.966217,0.146265,0.359750,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,2/0/0/0,1,3,0.291024
196,667,22.562000,0,,0.803991,48.000000,31.000000,1.000000,4671.896784,553.670398,386.694662,0.288520,0.358382,0.156470,0.379072,153.211411,0.141862,0.359942,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,3/0/0/0,1,3,
197,669,22.703000,0,,0.804059,48.000000,31.000000,1.000000,4498.244742,554.034944,385.776490,0.288710,0.357532,0.161860,0.384664,144.252991,0.133568,0.360390,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,3/0/0/0,1,3,
198,671,22.828000,0,,0.804191,48.000000,31.000000,1.000000,4448.079406,552.454942,385.891577,0.287887,0.357638,0.165338,0.388197,139.173050,0.128864,0.361272,2,1,0:0 0:1 0:2 1:0 1:1 1:2 2:0 2:1 2:2 3:0 3:1 3:2,4/0/0/0,1,3,
